#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8425 keV Jpi=2- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       47.06    
   1.000       46.97    
   2.000       46.70    
   3.000       46.21    
   4.000       45.45    
   5.000       44.36    
   6.000       42.89    
   7.000       41.03    
   8.000       38.76    
   9.000       36.11    
   10.00       33.15    
   11.00       29.95    
   12.00       26.62    
   13.00       23.27    
   14.00       20.03    
   15.00       17.00    
   16.00       14.27    
   17.00       11.93    
   18.00       10.01    
   19.00       8.538    
   20.00       7.485    
   21.00       6.812    
   22.00       6.455    
   23.00       6.337    
   24.00       6.379    
   25.00       6.501    
   26.00       6.638    
   27.00       6.735    
   28.00       6.752    
   29.00       6.668    
   30.00       6.474    
   31.00       6.174    
   32.00       5.785    
   33.00       5.326    
   34.00       4.823    
   35.00       4.304    
   36.00       3.793    
   37.00       3.311    
   38.00       2.875    
   39.00       2.496    
   40.00       2.180    
   41.00       1.927    
   42.00       1.734    
   43.00       1.592    
   44.00       1.494    
   45.00       1.429    
   46.00       1.388    
   47.00       1.360    
   48.00       1.339    
   49.00       1.316    
   50.00       1.290    
   51.00       1.255    
   52.00       1.212    
   53.00       1.160    
   54.00       1.102    
   55.00       1.039    
   56.00      0.9738    
   57.00      0.9091    
   58.00      0.8473    
   59.00      0.7902    
   60.00      0.7393    
   61.00      0.6953    
   62.00      0.6583    
   63.00      0.6281    
   64.00      0.6037    
   65.00      0.5840    
   66.00      0.5677    
   67.00      0.5533    
   68.00      0.5394    
   69.00      0.5249    
   70.00      0.5087    
   71.00      0.4901    
   72.00      0.4685    
   73.00      0.4439    
   74.00      0.4162    
   75.00      0.3860    
   76.00      0.3537    
   77.00      0.3201    
   78.00      0.2862    
   79.00      0.2527    
   80.00      0.2207    
 END
