#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6582 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       31.05    
   1.000       31.33    
   2.000       32.14    
   3.000       33.35    
   4.000       34.78    
   5.000       36.19    
   6.000       37.35    
   7.000       38.03    
   8.000       38.05    
   9.000       37.30    
   10.00       35.76    
   11.00       33.46    
   12.00       30.54    
   13.00       27.17    
   14.00       23.57    
   15.00       19.94    
   16.00       16.50    
   17.00       13.41    
   18.00       10.80    
   19.00       8.747    
   20.00       7.263    
   21.00       6.318    
   22.00       5.842    
   23.00       5.735    
   24.00       5.882    
   25.00       6.169    
   26.00       6.488    
   27.00       6.752    
   28.00       6.899    
   29.00       6.891    
   30.00       6.718    
   31.00       6.386    
   32.00       5.923    
   33.00       5.362    
   34.00       4.744    
   35.00       4.109    
   36.00       3.494    
   37.00       2.928    
   38.00       2.435    
   39.00       2.028    
   40.00       1.713    
   41.00       1.488    
   42.00       1.343    
   43.00       1.266    
   44.00       1.241    
   45.00       1.250    
   46.00       1.279    
   47.00       1.311    
   48.00       1.337    
   49.00       1.349    
   50.00       1.341    
   51.00       1.313    
   52.00       1.264    
   53.00       1.199    
   54.00       1.120    
   55.00       1.034    
   56.00      0.9444    
   57.00      0.8570    
   58.00      0.7759    
   59.00      0.7047    
   60.00      0.6457    
   61.00      0.6002    
   62.00      0.5683    
   63.00      0.5492    
   64.00      0.5413    
   65.00      0.5424    
   66.00      0.5498    
   67.00      0.5609    
   68.00      0.5733    
   69.00      0.5847    
   70.00      0.5930    
   71.00      0.5970    
   72.00      0.5955    
   73.00      0.5881    
   74.00      0.5745    
   75.00      0.5550    
   76.00      0.5302    
   77.00      0.5009    
   78.00      0.4681    
   79.00      0.4328    
   80.00      0.3962    
 END
