#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9454 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.356    
   1.000       4.359    
   2.000       4.369    
   3.000       4.385    
   4.000       4.406    
   5.000       4.432    
   6.000       4.461    
   7.000       4.491    
   8.000       4.519    
   9.000       4.542    
   10.00       4.557    
   11.00       4.562    
   12.00       4.554    
   13.00       4.530    
   14.00       4.488    
   15.00       4.427    
   16.00       4.346    
   17.00       4.242    
   18.00       4.117    
   19.00       3.969    
   20.00       3.801    
   21.00       3.613    
   22.00       3.409    
   23.00       3.192    
   24.00       2.966    
   25.00       2.734    
   26.00       2.502    
   27.00       2.274    
   28.00       2.054    
   29.00       1.845    
   30.00       1.650    
   31.00       1.473    
   32.00       1.315    
   33.00       1.178    
   34.00       1.060    
   35.00      0.9629    
   36.00      0.8837    
   37.00      0.8211    
   38.00      0.7728    
   39.00      0.7362    
   40.00      0.7088    
   41.00      0.6880    
   42.00      0.6716    
   43.00      0.6573    
   44.00      0.6434    
   45.00      0.6284    
   46.00      0.6112    
   47.00      0.5910    
   48.00      0.5675    
   49.00      0.5408    
   50.00      0.5110    
   51.00      0.4789    
   52.00      0.4450    
   53.00      0.4103    
   54.00      0.3755    
   55.00      0.3413    
   56.00      0.3085    
   57.00      0.2777    
   58.00      0.2491    
   59.00      0.2231    
   60.00      0.2000    
   61.00      0.1797    
   62.00      0.1621    
   63.00      0.1472    
   64.00      0.1348    
   65.00      0.1244    
   66.00      0.1159    
   67.00      0.1089    
   68.00      0.1031    
   69.00      0.9814E-01
   70.00      0.9380E-01
   71.00      0.8988E-01
   72.00      0.8623E-01
   73.00      0.8275E-01
   74.00      0.7938E-01
   75.00      0.7610E-01
   76.00      0.7292E-01
   77.00      0.6986E-01
   78.00      0.6697E-01
   79.00      0.6428E-01
   80.00      0.6184E-01
 END
