#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9454 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.003    
   1.000       4.010    
   2.000       4.031    
   3.000       4.065    
   4.000       4.110    
   5.000       4.164    
   6.000       4.225    
   7.000       4.288    
   8.000       4.352    
   9.000       4.413    
   10.00       4.465    
   11.00       4.507    
   12.00       4.533    
   13.00       4.540    
   14.00       4.524    
   15.00       4.485    
   16.00       4.419    
   17.00       4.326    
   18.00       4.205    
   19.00       4.057    
   20.00       3.884    
   21.00       3.689    
   22.00       3.474    
   23.00       3.243    
   24.00       3.001    
   25.00       2.754    
   26.00       2.506    
   27.00       2.263    
   28.00       2.029    
   29.00       1.809    
   30.00       1.607    
   31.00       1.424    
   32.00       1.263    
   33.00       1.124    
   34.00       1.008    
   35.00      0.9143    
   36.00      0.8404    
   37.00      0.7844    
   38.00      0.7438    
   39.00      0.7157    
   40.00      0.6970    
   41.00      0.6848    
   42.00      0.6764    
   43.00      0.6694    
   44.00      0.6618    
   45.00      0.6520    
   46.00      0.6388    
   47.00      0.6217    
   48.00      0.6003    
   49.00      0.5746    
   50.00      0.5451    
   51.00      0.5123    
   52.00      0.4772    
   53.00      0.4405    
   54.00      0.4033    
   55.00      0.3665    
   56.00      0.3310    
   57.00      0.2974    
   58.00      0.2664    
   59.00      0.2382    
   60.00      0.2130    
   61.00      0.1910    
   62.00      0.1720    
   63.00      0.1559    
   64.00      0.1424    
   65.00      0.1314    
   66.00      0.1224    
   67.00      0.1151    
   68.00      0.1093    
   69.00      0.1046    
   70.00      0.1007    
   71.00      0.9726E-01
   72.00      0.9418E-01
   73.00      0.9128E-01
   74.00      0.8847E-01
   75.00      0.8568E-01
   76.00      0.8291E-01
   77.00      0.8017E-01
   78.00      0.7750E-01
   79.00      0.7491E-01
   80.00      0.7242E-01
 END
