#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9454 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.5115    
   1.000      0.5104    
   2.000      0.5072    
   3.000      0.5021    
   4.000      0.4954    
   5.000      0.4877    
   6.000      0.4791    
   7.000      0.4702    
   8.000      0.4611    
   9.000      0.4523    
   10.00      0.4440    
   11.00      0.4368    
   12.00      0.4311    
   13.00      0.4271    
   14.00      0.4253    
   15.00      0.4258    
   16.00      0.4286    
   17.00      0.4336    
   18.00      0.4406    
   19.00      0.4493    
   20.00      0.4597    
   21.00      0.4713    
   22.00      0.4838    
   23.00      0.4968    
   24.00      0.5098    
   25.00      0.5222    
   26.00      0.5334    
   27.00      0.5427    
   28.00      0.5496    
   29.00      0.5537    
   30.00      0.5547    
   31.00      0.5526    
   32.00      0.5473    
   33.00      0.5389    
   34.00      0.5273    
   35.00      0.5128    
   36.00      0.4954    
   37.00      0.4754    
   38.00      0.4529    
   39.00      0.4284    
   40.00      0.4023    
   41.00      0.3751    
   42.00      0.3475    
   43.00      0.3199    
   44.00      0.2930    
   45.00      0.2671    
   46.00      0.2427    
   47.00      0.2201    
   48.00      0.1993    
   49.00      0.1806    
   50.00      0.1640    
   51.00      0.1496    
   52.00      0.1373    
   53.00      0.1271    
   54.00      0.1188    
   55.00      0.1123    
   56.00      0.1073    
   57.00      0.1036    
   58.00      0.1009    
   59.00      0.9902E-01
   60.00      0.9766E-01
   61.00      0.9660E-01
   62.00      0.9568E-01
   63.00      0.9474E-01
   64.00      0.9366E-01
   65.00      0.9235E-01
   66.00      0.9074E-01
   67.00      0.8879E-01
   68.00      0.8646E-01
   69.00      0.8379E-01
   70.00      0.8079E-01
   71.00      0.7753E-01
   72.00      0.7407E-01
   73.00      0.7050E-01
   74.00      0.6687E-01
   75.00      0.6327E-01
   76.00      0.5973E-01
   77.00      0.5628E-01
   78.00      0.5296E-01
   79.00      0.4978E-01
   80.00      0.4678E-01
 END
