#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.489    
   1.000       4.500    
   2.000       4.532    
   3.000       4.583    
   4.000       4.653    
   5.000       4.740    
   6.000       4.839    
   7.000       4.948    
   8.000       5.061    
   9.000       5.175    
   10.00       5.282    
   11.00       5.378    
   12.00       5.457    
   13.00       5.514    
   14.00       5.542    
   15.00       5.539    
   16.00       5.498    
   17.00       5.419    
   18.00       5.298    
   19.00       5.137    
   20.00       4.935    
   21.00       4.697    
   22.00       4.427    
   23.00       4.130    
   24.00       3.814    
   25.00       3.487    
   26.00       3.156    
   27.00       2.830    
   28.00       2.515    
   29.00       2.218    
   30.00       1.945    
   31.00       1.700    
   32.00       1.486    
   33.00       1.304    
   34.00       1.155    
   35.00       1.036    
   36.00      0.9448    
   37.00      0.8786    
   38.00      0.8331    
   39.00      0.8039    
   40.00      0.7866    
   41.00      0.7770    
   42.00      0.7715    
   43.00      0.7666    
   44.00      0.7597    
   45.00      0.7489    
   46.00      0.7326    
   47.00      0.7103    
   48.00      0.6818    
   49.00      0.6476    
   50.00      0.6085    
   51.00      0.5658    
   52.00      0.5207    
   53.00      0.4745    
   54.00      0.4286    
   55.00      0.3842    
   56.00      0.3423    
   57.00      0.3035    
   58.00      0.2685    
   59.00      0.2375    
   60.00      0.2107    
   61.00      0.1880    
   62.00      0.1691    
   63.00      0.1538    
   64.00      0.1415    
   65.00      0.1319    
   66.00      0.1243    
   67.00      0.1184    
   68.00      0.1136    
   69.00      0.1097    
   70.00      0.1062    
   71.00      0.1031    
   72.00      0.1001    
   73.00      0.9709E-01
   74.00      0.9413E-01
   75.00      0.9119E-01
   76.00      0.8828E-01
   77.00      0.8545E-01
   78.00      0.8274E-01
   79.00      0.8020E-01
   80.00      0.7785E-01
 END
