#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=2- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.235    
   1.000       3.243    
   2.000       3.267    
   3.000       3.306    
   4.000       3.360    
   5.000       3.425    
   6.000       3.501    
   7.000       3.583    
   8.000       3.670    
   9.000       3.757    
   10.00       3.841    
   11.00       3.916    
   12.00       3.979    
   13.00       4.025    
   14.00       4.050    
   15.00       4.051    
   16.00       4.025    
   17.00       3.970    
   18.00       3.885    
   19.00       3.769    
   20.00       3.623    
   21.00       3.449    
   22.00       3.251    
   23.00       3.034    
   24.00       2.801    
   25.00       2.560    
   26.00       2.315    
   27.00       2.073    
   28.00       1.840    
   29.00       1.621    
   30.00       1.419    
   31.00       1.237    
   32.00       1.079    
   33.00      0.9451    
   34.00      0.8349    
   35.00      0.7477    
   36.00      0.6815    
   37.00      0.6337    
   38.00      0.6012    
   39.00      0.5807    
   40.00      0.5689    
   41.00      0.5626    
   42.00      0.5591    
   43.00      0.5559    
   44.00      0.5510    
   45.00      0.5430    
   46.00      0.5310    
   47.00      0.5145    
   48.00      0.4935    
   49.00      0.4683    
   50.00      0.4395    
   51.00      0.4080    
   52.00      0.3749    
   53.00      0.3411    
   54.00      0.3076    
   55.00      0.2752    
   56.00      0.2448    
   57.00      0.2167    
   58.00      0.1915    
   59.00      0.1692    
   60.00      0.1501    
   61.00      0.1339    
   62.00      0.1205    
   63.00      0.1096    
   64.00      0.1010    
   65.00      0.9431E-01
   66.00      0.8909E-01
   67.00      0.8500E-01
   68.00      0.8173E-01
   69.00      0.7899E-01
   70.00      0.7658E-01
   71.00      0.7434E-01
   72.00      0.7217E-01
   73.00      0.7002E-01
   74.00      0.6787E-01
   75.00      0.6573E-01
   76.00      0.6363E-01
   77.00      0.6160E-01
   78.00      0.5967E-01
   79.00      0.5787E-01
   80.00      0.5623E-01
 END
