#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8271 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       5.036    
   1.000       5.043    
   2.000       5.064    
   3.000       5.099    
   4.000       5.146    
   5.000       5.203    
   6.000       5.269    
   7.000       5.340    
   8.000       5.414    
   9.000       5.487    
   10.00       5.554    
   11.00       5.612    
   12.00       5.656    
   13.00       5.683    
   14.00       5.687    
   15.00       5.666    
   16.00       5.616    
   17.00       5.533    
   18.00       5.414    
   19.00       5.258    
   20.00       5.064    
   21.00       4.834    
   22.00       4.569    
   23.00       4.277    
   24.00       3.963    
   25.00       3.636    
   26.00       3.304    
   27.00       2.975    
   28.00       2.657    
   29.00       2.355    
   30.00       2.077    
   31.00       1.824    
   32.00       1.600    
   33.00       1.407    
   34.00       1.245    
   35.00       1.113    
   36.00       1.009    
   37.00      0.9308    
   38.00      0.8735    
   39.00      0.8333    
   40.00      0.8056    
   41.00      0.7862    
   42.00      0.7711    
   43.00      0.7573    
   44.00      0.7422    
   45.00      0.7243    
   46.00      0.7023    
   47.00      0.6758    
   48.00      0.6448    
   49.00      0.6095    
   50.00      0.5706    
   51.00      0.5288    
   52.00      0.4852    
   53.00      0.4411    
   54.00      0.3975    
   55.00      0.3557    
   56.00      0.3165    
   57.00      0.2808    
   58.00      0.2490    
   59.00      0.2214    
   60.00      0.1978    
   61.00      0.1782    
   62.00      0.1621    
   63.00      0.1491    
   64.00      0.1388    
   65.00      0.1305    
   66.00      0.1239    
   67.00      0.1186    
   68.00      0.1140    
   69.00      0.1099    
   70.00      0.1060    
   71.00      0.1021    
   72.00      0.9817E-01
   73.00      0.9408E-01
   74.00      0.8990E-01
   75.00      0.8569E-01
   76.00      0.8157E-01
   77.00      0.7767E-01
   78.00      0.7410E-01
   79.00      0.7098E-01
   80.00      0.6839E-01
 END
