#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8748 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.916    
   1.000       1.920    
   2.000       1.933    
   3.000       1.953    
   4.000       1.981    
   5.000       2.015    
   6.000       2.054    
   7.000       2.096    
   8.000       2.139    
   9.000       2.181    
   10.00       2.221    
   11.00       2.255    
   12.00       2.281    
   13.00       2.298    
   14.00       2.303    
   15.00       2.295    
   16.00       2.273    
   17.00       2.235    
   18.00       2.181    
   19.00       2.111    
   20.00       2.025    
   21.00       1.925    
   22.00       1.814    
   23.00       1.692    
   24.00       1.563    
   25.00       1.430    
   26.00       1.296    
   27.00       1.164    
   28.00       1.037    
   29.00      0.9174    
   30.00      0.8073    
   31.00      0.7083    
   32.00      0.6217    
   33.00      0.5479    
   34.00      0.4869    
   35.00      0.4382    
   36.00      0.4006    
   37.00      0.3729    
   38.00      0.3535    
   39.00      0.3407    
   40.00      0.3327    
   41.00      0.3280    
   42.00      0.3250    
   43.00      0.3224    
   44.00      0.3191    
   45.00      0.3144    
   46.00      0.3076    
   47.00      0.2984    
   48.00      0.2867    
   49.00      0.2728    
   50.00      0.2568    
   51.00      0.2394    
   52.00      0.2209    
   53.00      0.2020    
   54.00      0.1831    
   55.00      0.1648    
   56.00      0.1474    
   57.00      0.1311    
   58.00      0.1164    
   59.00      0.1032    
   60.00      0.9166E-01
   61.00      0.8181E-01
   62.00      0.7355E-01
   63.00      0.6676E-01
   64.00      0.6128E-01
   65.00      0.5691E-01
   66.00      0.5346E-01
   67.00      0.5073E-01
   68.00      0.4854E-01
   69.00      0.4673E-01
   70.00      0.4517E-01
   71.00      0.4377E-01
   72.00      0.4246E-01
   73.00      0.4119E-01
   74.00      0.3993E-01
   75.00      0.3868E-01
   76.00      0.3744E-01
   77.00      0.3622E-01
   78.00      0.3503E-01
   79.00      0.3390E-01
   80.00      0.3283E-01
 END
