#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.096    
   1.000       4.103    
   2.000       4.126    
   3.000       4.162    
   4.000       4.210    
   5.000       4.266    
   6.000       4.329    
   7.000       4.394    
   8.000       4.459    
   9.000       4.519    
   10.00       4.572    
   11.00       4.614    
   12.00       4.640    
   13.00       4.647    
   14.00       4.632    
   15.00       4.591    
   16.00       4.524    
   17.00       4.428    
   18.00       4.304    
   19.00       4.152    
   20.00       3.975    
   21.00       3.773    
   22.00       3.552    
   23.00       3.315    
   24.00       3.066    
   25.00       2.812    
   26.00       2.558    
   27.00       2.309    
   28.00       2.069    
   29.00       1.845    
   30.00       1.638    
   31.00       1.451    
   32.00       1.287    
   33.00       1.145    
   34.00       1.027    
   35.00      0.9308    
   36.00      0.8553    
   37.00      0.7984    
   38.00      0.7573    
   39.00      0.7288    
   40.00      0.7098    
   41.00      0.6973    
   42.00      0.6884    
   43.00      0.6809    
   44.00      0.6727    
   45.00      0.6623    
   46.00      0.6487    
   47.00      0.6311    
   48.00      0.6091    
   49.00      0.5829    
   50.00      0.5527    
   51.00      0.5191    
   52.00      0.4831    
   53.00      0.4456    
   54.00      0.4077    
   55.00      0.3703    
   56.00      0.3344    
   57.00      0.3004    
   58.00      0.2691    
   59.00      0.2405    
   60.00      0.2151    
   61.00      0.1927    
   62.00      0.1734    
   63.00      0.1571    
   64.00      0.1436    
   65.00      0.1325    
   66.00      0.1235    
   67.00      0.1163    
   68.00      0.1105    
   69.00      0.1057    
   70.00      0.1017    
   71.00      0.9824E-01
   72.00      0.9506E-01
   73.00      0.9209E-01
   74.00      0.8922E-01
   75.00      0.8642E-01
   76.00      0.8365E-01
   77.00      0.8092E-01
   78.00      0.7822E-01
   79.00      0.7559E-01
   80.00      0.7303E-01
 END
