#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=2- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       2.991    
   1.000       2.997    
   2.000       3.014    
   3.000       3.042    
   4.000       3.079    
   5.000       3.125    
   6.000       3.177    
   7.000       3.232    
   8.000       3.289    
   9.000       3.344    
   10.00       3.393    
   11.00       3.433    
   12.00       3.462    
   13.00       3.477    
   14.00       3.474    
   15.00       3.452    
   16.00       3.409    
   17.00       3.344    
   18.00       3.257    
   19.00       3.147    
   20.00       3.016    
   21.00       2.866    
   22.00       2.700    
   23.00       2.520    
   24.00       2.331    
   25.00       2.137    
   26.00       1.942    
   27.00       1.749    
   28.00       1.565    
   29.00       1.390    
   30.00       1.230    
   31.00       1.085    
   32.00      0.9577    
   33.00      0.8488    
   34.00      0.7581    
   35.00      0.6851    
   36.00      0.6281    
   37.00      0.5855    
   38.00      0.5551    
   39.00      0.5343    
   40.00      0.5209    
   41.00      0.5125    
   42.00      0.5069    
   43.00      0.5022    
   44.00      0.4969    
   45.00      0.4896    
   46.00      0.4796    
   47.00      0.4662    
   48.00      0.4493    
   49.00      0.4290    
   50.00      0.4056    
   51.00      0.3798    
   52.00      0.3523    
   53.00      0.3239    
   54.00      0.2952    
   55.00      0.2672    
   56.00      0.2402    
   57.00      0.2150    
   58.00      0.1917    
   59.00      0.1707    
   60.00      0.1522    
   61.00      0.1361    
   62.00      0.1224    
   63.00      0.1109    
   64.00      0.1014    
   65.00      0.9380E-01
   66.00      0.8769E-01
   67.00      0.8282E-01
   68.00      0.7891E-01
   69.00      0.7571E-01
   70.00      0.7301E-01
   71.00      0.7063E-01
   72.00      0.6844E-01
   73.00      0.6636E-01
   74.00      0.6432E-01
   75.00      0.6231E-01
   76.00      0.6033E-01
   77.00      0.5837E-01
   78.00      0.5646E-01
   79.00      0.5461E-01
   80.00      0.5285E-01
 END
