#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       35.61    
   1.000       35.61    
   2.000       35.59    
   3.000       35.51    
   4.000       35.31    
   5.000       34.94    
   6.000       34.31    
   7.000       33.38    
   8.000       32.11    
   9.000       30.48    
   10.00       28.52    
   11.00       26.27    
   12.00       23.83    
   13.00       21.27    
   14.00       18.72    
   15.00       16.28    
   16.00       14.05    
   17.00       12.10    
   18.00       10.48    
   19.00       9.216    
   20.00       8.292    
   21.00       7.678    
   22.00       7.324    
   23.00       7.166    
   24.00       7.138    
   25.00       7.175    
   26.00       7.217    
   27.00       7.218    
   28.00       7.142    
   29.00       6.970    
   30.00       6.696    
   31.00       6.325    
   32.00       5.872    
   33.00       5.359    
   34.00       4.811    
   35.00       4.254    
   36.00       3.712    
   37.00       3.205    
   38.00       2.748    
   39.00       2.352    
   40.00       2.022    
   41.00       1.758    
   42.00       1.558    
   43.00       1.413    
   44.00       1.315    
   45.00       1.253    
   46.00       1.217    
   47.00       1.198    
   48.00       1.187    
   49.00       1.178    
   50.00       1.165    
   51.00       1.145    
   52.00       1.116    
   53.00       1.079    
   54.00       1.034    
   55.00      0.9837    
   56.00      0.9293    
   57.00      0.8737    
   58.00      0.8192    
   59.00      0.7679    
   60.00      0.7215    
   61.00      0.6810    
   62.00      0.6470    
   63.00      0.6197    
   64.00      0.5986    
   65.00      0.5830    
   66.00      0.5718    
   67.00      0.5638    
   68.00      0.5579    
   69.00      0.5527    
   70.00      0.5472    
   71.00      0.5403    
   72.00      0.5312    
   73.00      0.5196    
   74.00      0.5050    
   75.00      0.4874    
   76.00      0.4669    
   77.00      0.4439    
   78.00      0.4189    
   79.00      0.3924    
   80.00      0.3650    
 END
