#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7532 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       28.76    
   1.000       28.78    
   2.000       28.84    
   3.000       28.89    
   4.000       28.86    
   5.000       28.69    
   6.000       28.29    
   7.000       27.60    
   8.000       26.57    
   9.000       25.17    
   10.00       23.44    
   11.00       21.41    
   12.00       19.16    
   13.00       16.80    
   14.00       14.43    
   15.00       12.18    
   16.00       10.13    
   17.00       8.372    
   18.00       6.950    
   19.00       5.883    
   20.00       5.161    
   21.00       4.750    
   22.00       4.597    
   23.00       4.638    
   24.00       4.807    
   25.00       5.035    
   26.00       5.264    
   27.00       5.445    
   28.00       5.542    
   29.00       5.533    
   30.00       5.412    
   31.00       5.183    
   32.00       4.861    
   33.00       4.468    
   34.00       4.028    
   35.00       3.566    
   36.00       3.105    
   37.00       2.665    
   38.00       2.260    
   39.00       1.902    
   40.00       1.595    
   41.00       1.342    
   42.00       1.139    
   43.00      0.9825    
   44.00      0.8651    
   45.00      0.7788    
   46.00      0.7161    
   47.00      0.6696    
   48.00      0.6336    
   49.00      0.6035    
   50.00      0.5766    
   51.00      0.5511    
   52.00      0.5264    
   53.00      0.5027    
   54.00      0.4809    
   55.00      0.4620    
   56.00      0.4472    
   57.00      0.4374    
   58.00      0.4335    
   59.00      0.4358    
   60.00      0.4440    
   61.00      0.4575    
   62.00      0.4750    
   63.00      0.4950    
   64.00      0.5157    
   65.00      0.5353    
   66.00      0.5522    
   67.00      0.5650    
   68.00      0.5725    
   69.00      0.5738    
   70.00      0.5683    
   71.00      0.5557    
   72.00      0.5363    
   73.00      0.5105    
   74.00      0.4790    
   75.00      0.4429    
   76.00      0.4034    
   77.00      0.3619    
   78.00      0.3197    
   79.00      0.2782    
   80.00      0.2385    
 END
