#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6285 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.909    
   1.000       1.916    
   2.000       1.937    
   3.000       1.973    
   4.000       2.022    
   5.000       2.087    
   6.000       2.166    
   7.000       2.261    
   8.000       2.371    
   9.000       2.495    
   10.00       2.633    
   11.00       2.782    
   12.00       2.938    
   13.00       3.096    
   14.00       3.250    
   15.00       3.392    
   16.00       3.513    
   17.00       3.606    
   18.00       3.662    
   19.00       3.676    
   20.00       3.643    
   21.00       3.563    
   22.00       3.435    
   23.00       3.262    
   24.00       3.051    
   25.00       2.809    
   26.00       2.545    
   27.00       2.268    
   28.00       1.989    
   29.00       1.718    
   30.00       1.463    
   31.00       1.231    
   32.00       1.029    
   33.00      0.8599    
   34.00      0.7245    
   35.00      0.6223    
   36.00      0.5510    
   37.00      0.5069    
   38.00      0.4851    
   39.00      0.4806    
   40.00      0.4880    
   41.00      0.5023    
   42.00      0.5190    
   43.00      0.5342    
   44.00      0.5450    
   45.00      0.5493    
   46.00      0.5459    
   47.00      0.5343    
   48.00      0.5150    
   49.00      0.4887    
   50.00      0.4569    
   51.00      0.4210    
   52.00      0.3828    
   53.00      0.3439    
   54.00      0.3058    
   55.00      0.2699    
   56.00      0.2369    
   57.00      0.2076    
   58.00      0.1824    
   59.00      0.1612    
   60.00      0.1440    
   61.00      0.1303    
   62.00      0.1197    
   63.00      0.1117    
   64.00      0.1058    
   65.00      0.1014    
   66.00      0.9816E-01
   67.00      0.9556E-01
   68.00      0.9334E-01
   69.00      0.9129E-01
   70.00      0.8926E-01
   71.00      0.8720E-01
   72.00      0.8510E-01
   73.00      0.8301E-01
   74.00      0.8100E-01
   75.00      0.7914E-01
   76.00      0.7753E-01
   77.00      0.7621E-01
   78.00      0.7523E-01
   79.00      0.7459E-01
   80.00      0.7427E-01
 END
