#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=2- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       9.301    
   1.000       9.320    
   2.000       9.375    
   3.000       9.463    
   4.000       9.580    
   5.000       9.720    
   6.000       9.876    
   7.000       10.04    
   8.000       10.20    
   9.000       10.36    
   10.00       10.49    
   11.00       10.60    
   12.00       10.67    
   13.00       10.68    
   14.00       10.64    
   15.00       10.54    
   16.00       10.36    
   17.00       10.11    
   18.00       9.797    
   19.00       9.415    
   20.00       8.975    
   21.00       8.484    
   22.00       7.953    
   23.00       7.391    
   24.00       6.807    
   25.00       6.214    
   26.00       5.621    
   27.00       5.040    
   28.00       4.481    
   29.00       3.957    
   30.00       3.476    
   31.00       3.047    
   32.00       2.674    
   33.00       2.359    
   34.00       2.102    
   35.00       1.898    
   36.00       1.742    
   37.00       1.626    
   38.00       1.542    
   39.00       1.483    
   40.00       1.441    
   41.00       1.410    
   42.00       1.383    
   43.00       1.358    
   44.00       1.328    
   45.00       1.293    
   46.00       1.249    
   47.00       1.196    
   48.00       1.133    
   49.00       1.061    
   50.00      0.9821    
   51.00      0.8980    
   52.00      0.8114    
   53.00      0.7250    
   54.00      0.6417    
   55.00      0.5638    
   56.00      0.4930    
   57.00      0.4308    
   58.00      0.3777    
   59.00      0.3338    
   60.00      0.2987    
   61.00      0.2717    
   62.00      0.2519    
   63.00      0.2380    
   64.00      0.2289    
   65.00      0.2235    
   66.00      0.2205    
   67.00      0.2190    
   68.00      0.2181    
   69.00      0.2170    
   70.00      0.2151    
   71.00      0.2120    
   72.00      0.2075    
   73.00      0.2014    
   74.00      0.1939    
   75.00      0.1852    
   76.00      0.1755    
   77.00      0.1653    
   78.00      0.1549    
   79.00      0.1446    
   80.00      0.1348    
 END
