#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6025 keV Jpi=2- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.207    
   1.000       1.211    
   2.000       1.225    
   3.000       1.247    
   4.000       1.279    
   5.000       1.321    
   6.000       1.372    
   7.000       1.435    
   8.000       1.508    
   9.000       1.593    
   10.00       1.688    
   11.00       1.792    
   12.00       1.903    
   13.00       2.018    
   14.00       2.131    
   15.00       2.239    
   16.00       2.334    
   17.00       2.411    
   18.00       2.463    
   19.00       2.486    
   20.00       2.477    
   21.00       2.432    
   22.00       2.352    
   23.00       2.240    
   24.00       2.098    
   25.00       1.933    
   26.00       1.751    
   27.00       1.559    
   28.00       1.365    
   29.00       1.175    
   30.00      0.9970    
   31.00      0.8354    
   32.00      0.6944    
   33.00      0.5763    
   34.00      0.4822    
   35.00      0.4116    
   36.00      0.3628    
   37.00      0.3333    
   38.00      0.3198    
   39.00      0.3185    
   40.00      0.3256    
   41.00      0.3374    
   42.00      0.3508    
   43.00      0.3627    
   44.00      0.3713    
   45.00      0.3750    
   46.00      0.3731    
   47.00      0.3653    
   48.00      0.3520    
   49.00      0.3338    
   50.00      0.3119    
   51.00      0.2873    
   52.00      0.2611    
   53.00      0.2345    
   54.00      0.2086    
   55.00      0.1842    
   56.00      0.1618    
   57.00      0.1420    
   58.00      0.1249    
   59.00      0.1107    
   60.00      0.9913E-01
   61.00      0.9002E-01
   62.00      0.8302E-01
   63.00      0.7777E-01
   64.00      0.7389E-01
   65.00      0.7100E-01
   66.00      0.6880E-01
   67.00      0.6700E-01
   68.00      0.6542E-01
   69.00      0.6393E-01
   70.00      0.6244E-01
   71.00      0.6094E-01
   72.00      0.5944E-01
   73.00      0.5798E-01
   74.00      0.5662E-01
   75.00      0.5541E-01
   76.00      0.5440E-01
   77.00      0.5363E-01
   78.00      0.5309E-01
   79.00      0.5279E-01
   80.00      0.5270E-01
 END
