#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.020    
   1.000       4.026    
   2.000       4.043    
   3.000       4.072    
   4.000       4.112    
   5.000       4.162    
   6.000       4.222    
   7.000       4.291    
   8.000       4.368    
   9.000       4.450    
   10.00       4.535    
   11.00       4.621    
   12.00       4.702    
   13.00       4.774    
   14.00       4.832    
   15.00       4.870    
   16.00       4.881    
   17.00       4.862    
   18.00       4.806    
   19.00       4.711    
   20.00       4.576    
   21.00       4.401    
   22.00       4.189    
   23.00       3.944    
   24.00       3.671    
   25.00       3.379    
   26.00       3.075    
   27.00       2.766    
   28.00       2.463    
   29.00       2.171    
   30.00       1.899    
   31.00       1.650    
   32.00       1.431    
   33.00       1.242    
   34.00       1.084    
   35.00      0.9579    
   36.00      0.8603    
   37.00      0.7884    
   38.00      0.7381    
   39.00      0.7052    
   40.00      0.6853    
   41.00      0.6739    
   42.00      0.6673    
   43.00      0.6619    
   44.00      0.6549    
   45.00      0.6444    
   46.00      0.6289    
   47.00      0.6079    
   48.00      0.5813    
   49.00      0.5495    
   50.00      0.5135    
   51.00      0.4746    
   52.00      0.4339    
   53.00      0.3929    
   54.00      0.3528    
   55.00      0.3146    
   56.00      0.2792    
   57.00      0.2474    
   58.00      0.2194    
   59.00      0.1953    
   60.00      0.1752    
   61.00      0.1588    
   62.00      0.1457    
   63.00      0.1355    
   64.00      0.1275    
   65.00      0.1213    
   66.00      0.1164    
   67.00      0.1122    
   68.00      0.1086    
   69.00      0.1050    
   70.00      0.1014    
   71.00      0.9765E-01
   72.00      0.9371E-01
   73.00      0.8963E-01
   74.00      0.8547E-01
   75.00      0.8135E-01
   76.00      0.7741E-01
   77.00      0.7378E-01
   78.00      0.7058E-01
   79.00      0.6791E-01
   80.00      0.6584E-01
 END
