#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=1- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.990    
   1.000       5.005    
   2.000       5.051    
   3.000       5.125    
   4.000       5.224    
   5.000       5.345    
   6.000       5.482    
   7.000       5.628    
   8.000       5.779    
   9.000       5.926    
   10.00       6.064    
   11.00       6.185    
   12.00       6.282    
   13.00       6.348    
   14.00       6.377    
   15.00       6.363    
   16.00       6.302    
   17.00       6.191    
   18.00       6.029    
   19.00       5.817    
   20.00       5.558    
   21.00       5.257    
   22.00       4.920    
   23.00       4.556    
   24.00       4.174    
   25.00       3.783    
   26.00       3.391    
   27.00       3.009    
   28.00       2.644    
   29.00       2.303    
   30.00       1.994    
   31.00       1.719    
   32.00       1.483    
   33.00       1.285    
   34.00       1.126    
   35.00       1.003    
   36.00      0.9121    
   37.00      0.8493    
   38.00      0.8093    
   39.00      0.7868    
   40.00      0.7767    
   41.00      0.7742    
   42.00      0.7749    
   43.00      0.7751    
   44.00      0.7720    
   45.00      0.7633    
   46.00      0.7478    
   47.00      0.7248    
   48.00      0.6944    
   49.00      0.6574    
   50.00      0.6149    
   51.00      0.5685    
   52.00      0.5197    
   53.00      0.4702    
   54.00      0.4215    
   55.00      0.3749    
   56.00      0.3314    
   57.00      0.2920    
   58.00      0.2569    
   59.00      0.2266    
   60.00      0.2011    
   61.00      0.1800    
   62.00      0.1631    
   63.00      0.1498    
   64.00      0.1396    
   65.00      0.1318    
   66.00      0.1257    
   67.00      0.1209    
   68.00      0.1167    
   69.00      0.1130    
   70.00      0.1092    
   71.00      0.1053    
   72.00      0.1012    
   73.00      0.9685E-01
   74.00      0.9225E-01
   75.00      0.8749E-01
   76.00      0.8270E-01
   77.00      0.7799E-01
   78.00      0.7351E-01
   79.00      0.6941E-01
   80.00      0.6578E-01
 END
