#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8425 keV Jpi=2- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       8.265    
   1.000       8.289    
   2.000       8.362    
   3.000       8.480    
   4.000       8.639    
   5.000       8.833    
   6.000       9.056    
   7.000       9.296    
   8.000       9.544    
   9.000       9.787    
   10.00       10.01    
   11.00       10.21    
   12.00       10.36    
   13.00       10.46    
   14.00       10.49    
   15.00       10.45    
   16.00       10.34    
   17.00       10.14    
   18.00       9.874    
   19.00       9.529    
   20.00       9.112    
   21.00       8.629    
   22.00       8.089    
   23.00       7.501    
   24.00       6.878    
   25.00       6.236    
   26.00       5.591    
   27.00       4.958    
   28.00       4.354    
   29.00       3.792    
   30.00       3.283    
   31.00       2.833    
   32.00       2.447    
   33.00       2.125    
   34.00       1.865    
   35.00       1.662    
   36.00       1.511    
   37.00       1.405    
   38.00       1.337    
   39.00       1.299    
   40.00       1.282    
   41.00       1.279    
   42.00       1.281    
   43.00       1.284    
   44.00       1.280    
   45.00       1.266    
   46.00       1.240    
   47.00       1.201    
   48.00       1.150    
   49.00       1.087    
   50.00       1.017    
   51.00      0.9396    
   52.00      0.8594    
   53.00      0.7784    
   54.00      0.6989    
   55.00      0.6229    
   56.00      0.5518    
   57.00      0.4868    
   58.00      0.4289    
   59.00      0.3784    
   60.00      0.3355    
   61.00      0.3000    
   62.00      0.2713    
   63.00      0.2488    
   64.00      0.2313    
   65.00      0.2180    
   66.00      0.2077    
   67.00      0.1995    
   68.00      0.1925    
   69.00      0.1861    
   70.00      0.1799    
   71.00      0.1733    
   72.00      0.1665    
   73.00      0.1592    
   74.00      0.1516    
   75.00      0.1438    
   76.00      0.1360    
   77.00      0.1285    
   78.00      0.1213    
   79.00      0.1147    
   80.00      0.1089    
 END
