#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6950 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       16.37    
   1.000       16.43    
   2.000       16.59    
   3.000       16.82    
   4.000       17.06    
   5.000       17.24    
   6.000       17.27    
   7.000       17.11    
   8.000       16.70    
   9.000       16.00    
   10.00       15.03    
   11.00       13.81    
   12.00       12.40    
   13.00       10.87    
   14.00       9.300    
   15.00       7.774    
   16.00       6.370    
   17.00       5.148    
   18.00       4.151    
   19.00       3.398    
   20.00       2.888    
   21.00       2.599    
   22.00       2.496    
   23.00       2.535    
   24.00       2.668    
   25.00       2.846    
   26.00       3.028    
   27.00       3.177    
   28.00       3.270    
   29.00       3.291    
   30.00       3.235    
   31.00       3.105    
   32.00       2.912    
   33.00       2.671    
   34.00       2.397    
   35.00       2.110    
   36.00       1.823    
   37.00       1.551    
   38.00       1.304    
   39.00       1.089    
   40.00      0.9076    
   41.00      0.7616    
   42.00      0.6483    
   43.00      0.5640    
   44.00      0.5035    
   45.00      0.4612    
   46.00      0.4320    
   47.00      0.4109    
   48.00      0.3942    
   49.00      0.3791    
   50.00      0.3637    
   51.00      0.3474    
   52.00      0.3301    
   53.00      0.3124    
   54.00      0.2953    
   55.00      0.2799    
   56.00      0.2674    
   57.00      0.2585    
   58.00      0.2540    
   59.00      0.2541    
   60.00      0.2586    
   61.00      0.2671    
   62.00      0.2787    
   63.00      0.2923    
   64.00      0.3067    
   65.00      0.3207    
   66.00      0.3329    
   67.00      0.3425    
   68.00      0.3485    
   69.00      0.3503    
   70.00      0.3475    
   71.00      0.3401    
   72.00      0.3280    
   73.00      0.3118    
   74.00      0.2919    
   75.00      0.2692    
   76.00      0.2443    
   77.00      0.2183    
   78.00      0.1920    
   79.00      0.1663    
   80.00      0.1419    
 END
