#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8425 keV Jpi=2- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       23.66    
   1.000       23.65    
   2.000       23.60    
   3.000       23.50    
   4.000       23.31    
   5.000       22.98    
   6.000       22.48    
   7.000       21.78    
   8.000       20.87    
   9.000       19.74    
   10.00       18.42    
   11.00       16.94    
   12.00       15.36    
   13.00       13.73    
   14.00       12.12    
   15.00       10.59    
   16.00       9.200    
   17.00       7.984    
   18.00       6.976    
   19.00       6.185    
   20.00       5.609    
   21.00       5.226    
   22.00       5.004    
   23.00       4.903    
   24.00       4.882    
   25.00       4.898    
   26.00       4.914    
   27.00       4.901    
   28.00       4.838    
   29.00       4.714    
   30.00       4.525    
   31.00       4.275    
   32.00       3.974    
   33.00       3.635    
   34.00       3.273    
   35.00       2.904    
   36.00       2.544    
   37.00       2.206    
   38.00       1.899    
   39.00       1.632    
   40.00       1.407    
   41.00       1.225    
   42.00       1.084    
   43.00      0.9801    
   44.00      0.9070    
   45.00      0.8587    
   46.00      0.8286    
   47.00      0.8108    
   48.00      0.7999    
   49.00      0.7912    
   50.00      0.7815    
   51.00      0.7684    
   52.00      0.7506    
   53.00      0.7276    
   54.00      0.6999    
   55.00      0.6684    
   56.00      0.6343    
   57.00      0.5993    
   58.00      0.5646    
   59.00      0.5317    
   60.00      0.5016    
   61.00      0.4749    
   62.00      0.4521    
   63.00      0.4333    
   64.00      0.4182    
   65.00      0.4065    
   66.00      0.3975    
   67.00      0.3907    
   68.00      0.3852    
   69.00      0.3803    
   70.00      0.3754    
   71.00      0.3697    
   72.00      0.3629    
   73.00      0.3544    
   74.00      0.3442    
   75.00      0.3320    
   76.00      0.3181    
   77.00      0.3026    
   78.00      0.2858    
   79.00      0.2680    
   80.00      0.2497    
 END
