#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=4- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       5.730    
   1.000       5.734    
   2.000       5.748    
   3.000       5.771    
   4.000       5.801    
   5.000       5.836    
   6.000       5.875    
   7.000       5.914    
   8.000       5.950    
   9.000       5.979    
   10.00       5.998    
   11.00       6.003    
   12.00       5.992    
   13.00       5.961    
   14.00       5.907    
   15.00       5.828    
   16.00       5.721    
   17.00       5.586    
   18.00       5.420    
   19.00       5.225    
   20.00       5.002    
   21.00       4.753    
   22.00       4.483    
   23.00       4.195    
   24.00       3.896    
   25.00       3.590    
   26.00       3.284    
   27.00       2.984    
   28.00       2.693    
   29.00       2.418    
   30.00       2.163    
   31.00       1.930    
   32.00       1.723    
   33.00       1.543    
   34.00       1.389    
   35.00       1.261    
   36.00       1.157    
   37.00       1.075    
   38.00       1.012    
   39.00      0.9636    
   40.00      0.9276    
   41.00      0.9003    
   42.00      0.8786    
   43.00      0.8597    
   44.00      0.8412    
   45.00      0.8212    
   46.00      0.7983    
   47.00      0.7715    
   48.00      0.7405    
   49.00      0.7052    
   50.00      0.6660    
   51.00      0.6238    
   52.00      0.5794    
   53.00      0.5339    
   54.00      0.4884    
   55.00      0.4437    
   56.00      0.4009    
   57.00      0.3606    
   58.00      0.3233    
   59.00      0.2895    
   60.00      0.2594    
   61.00      0.2330    
   62.00      0.2103    
   63.00      0.1910    
   64.00      0.1749    
   65.00      0.1616    
   66.00      0.1506    
   67.00      0.1415    
   68.00      0.1340    
   69.00      0.1276    
   70.00      0.1220    
   71.00      0.1169    
   72.00      0.1122    
   73.00      0.1076    
   74.00      0.1032    
   75.00      0.9891E-01
   76.00      0.9476E-01
   77.00      0.9078E-01
   78.00      0.8701E-01
   79.00      0.8352E-01
   80.00      0.8033E-01
 END
