#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8851 keV Jpi=7- l=7 n=1 j=13/2"                  
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.9248E-01
   1.000      0.9246E-01
   2.000      0.9242E-01
   3.000      0.9237E-01
   4.000      0.9236E-01
   5.000      0.9243E-01
   6.000      0.9266E-01
   7.000      0.9310E-01
   8.000      0.9383E-01
   9.000      0.9489E-01
   10.00      0.9635E-01
   11.00      0.9820E-01
   12.00      0.1005    
   13.00      0.1031    
   14.00      0.1060    
   15.00      0.1091    
   16.00      0.1122    
   17.00      0.1152    
   18.00      0.1179    
   19.00      0.1202    
   20.00      0.1221    
   21.00      0.1234    
   22.00      0.1242    
   23.00      0.1246    
   24.00      0.1246    
   25.00      0.1244    
   26.00      0.1242    
   27.00      0.1241    
   28.00      0.1243    
   29.00      0.1249    
   30.00      0.1259    
   31.00      0.1275    
   32.00      0.1295    
   33.00      0.1321    
   34.00      0.1352    
   35.00      0.1385    
   36.00      0.1422    
   37.00      0.1460    
   38.00      0.1499    
   39.00      0.1537    
   40.00      0.1573    
   41.00      0.1608    
   42.00      0.1640    
   43.00      0.1668    
   44.00      0.1692    
   45.00      0.1711    
   46.00      0.1725    
   47.00      0.1733    
   48.00      0.1734    
   49.00      0.1728    
   50.00      0.1715    
   51.00      0.1693    
   52.00      0.1662    
   53.00      0.1624    
   54.00      0.1577    
   55.00      0.1523    
   56.00      0.1463    
   57.00      0.1399    
   58.00      0.1331    
   59.00      0.1262    
   60.00      0.1193    
   61.00      0.1126    
   62.00      0.1061    
   63.00      0.1001    
   64.00      0.9453E-01
   65.00      0.8943E-01
   66.00      0.8479E-01
   67.00      0.8056E-01
   68.00      0.7668E-01
   69.00      0.7309E-01
   70.00      0.6972E-01
   71.00      0.6653E-01
   72.00      0.6351E-01
   73.00      0.6064E-01
   74.00      0.5797E-01
   75.00      0.5555E-01
   76.00      0.5342E-01
   77.00      0.5165E-01
   78.00      0.5027E-01
   79.00      0.4930E-01
   80.00      0.4871E-01
 END
