#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=2- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       24.37    
   1.000       24.36    
   2.000       24.33    
   3.000       24.24    
   4.000       24.05    
   5.000       23.74    
   6.000       23.24    
   7.000       22.54    
   8.000       21.60    
   9.000       20.45    
   10.00       19.08    
   11.00       17.55    
   12.00       15.91    
   13.00       14.22    
   14.00       12.54    
   15.00       10.95    
   16.00       9.492    
   17.00       8.222    
   18.00       7.168    
   19.00       6.343    
   20.00       5.741    
   21.00       5.341    
   22.00       5.110    
   23.00       5.006    
   24.00       4.985    
   25.00       5.003    
   26.00       5.022    
   27.00       5.011    
   28.00       4.948    
   29.00       4.821    
   30.00       4.627    
   31.00       4.370    
   32.00       4.060    
   33.00       3.710    
   34.00       3.337    
   35.00       2.958    
   36.00       2.588    
   37.00       2.242    
   38.00       1.928    
   39.00       1.655    
   40.00       1.426    
   41.00       1.241    
   42.00       1.099    
   43.00      0.9946    
   44.00      0.9219    
   45.00      0.8744    
   46.00      0.8453    
   47.00      0.8285    
   48.00      0.8182    
   49.00      0.8099    
   50.00      0.8002    
   51.00      0.7867    
   52.00      0.7680    
   53.00      0.7439    
   54.00      0.7148    
   55.00      0.6818    
   56.00      0.6462    
   57.00      0.6096    
   58.00      0.5735    
   59.00      0.5394    
   60.00      0.5082    
   61.00      0.4807    
   62.00      0.4574    
   63.00      0.4382    
   64.00      0.4229    
   65.00      0.4112    
   66.00      0.4023    
   67.00      0.3957    
   68.00      0.3904    
   69.00      0.3857    
   70.00      0.3810    
   71.00      0.3754    
   72.00      0.3686    
   73.00      0.3601    
   74.00      0.3498    
   75.00      0.3374    
   76.00      0.3232    
   77.00      0.3074    
   78.00      0.2902    
   79.00      0.2720    
   80.00      0.2533    
 END
