#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6025 keV Jpi=2- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.220    
   1.000       3.239    
   2.000       3.296    
   3.000       3.390    
   4.000       3.519    
   5.000       3.684    
   6.000       3.881    
   7.000       4.109    
   8.000       4.365    
   9.000       4.647    
   10.00       4.950    
   11.00       5.267    
   12.00       5.591    
   13.00       5.911    
   14.00       6.213    
   15.00       6.484    
   16.00       6.708    
   17.00       6.871    
   18.00       6.958    
   19.00       6.960    
   20.00       6.869    
   21.00       6.685    
   22.00       6.408    
   23.00       6.048    
   24.00       5.617    
   25.00       5.129    
   26.00       4.602    
   27.00       4.057    
   28.00       3.514    
   29.00       2.990    
   30.00       2.504    
   31.00       2.068    
   32.00       1.692    
   33.00       1.382    
   34.00       1.140    
   35.00      0.9627    
   36.00      0.8456    
   37.00      0.7802    
   38.00      0.7567    
   39.00      0.7645    
   40.00      0.7931    
   41.00      0.8324    
   42.00      0.8737    
   43.00      0.9097    
   44.00      0.9351    
   45.00      0.9462    
   46.00      0.9412    
   47.00      0.9199    
   48.00      0.8833    
   49.00      0.8338    
   50.00      0.7743    
   51.00      0.7082    
   52.00      0.6389    
   53.00      0.5698    
   54.00      0.5037    
   55.00      0.4428    
   56.00      0.3890    
   57.00      0.3431    
   58.00      0.3055    
   59.00      0.2759    
   60.00      0.2537    
   61.00      0.2379    
   62.00      0.2273    
   63.00      0.2205    
   64.00      0.2163    
   65.00      0.2135    
   66.00      0.2111    
   67.00      0.2082    
   68.00      0.2043    
   69.00      0.1990    
   70.00      0.1922    
   71.00      0.1840    
   72.00      0.1745    
   73.00      0.1642    
   74.00      0.1534    
   75.00      0.1426    
   76.00      0.1321    
   77.00      0.1223    
   78.00      0.1135    
   79.00      0.1060    
   80.00      0.9990E-01
 END
