#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7973 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.031    
   1.000       4.042    
   2.000       4.077    
   3.000       4.133    
   4.000       4.209    
   5.000       4.303    
   6.000       4.411    
   7.000       4.532    
   8.000       4.661    
   9.000       4.794    
   10.00       4.927    
   11.00       5.054    
   12.00       5.168    
   13.00       5.262    
   14.00       5.331    
   15.00       5.366    
   16.00       5.363    
   17.00       5.318    
   18.00       5.227    
   19.00       5.092    
   20.00       4.913    
   21.00       4.694    
   22.00       4.438    
   23.00       4.153    
   24.00       3.844    
   25.00       3.518    
   26.00       3.185    
   27.00       2.851    
   28.00       2.525    
   29.00       2.216    
   30.00       1.929    
   31.00       1.671    
   32.00       1.447    
   33.00       1.257    
   34.00       1.102    
   35.00      0.9816    
   36.00      0.8914    
   37.00      0.8278    
   38.00      0.7859    
   39.00      0.7610    
   40.00      0.7481    
   41.00      0.7430    
   42.00      0.7416    
   43.00      0.7407    
   44.00      0.7374    
   45.00      0.7298    
   46.00      0.7163    
   47.00      0.6961    
   48.00      0.6690    
   49.00      0.6353    
   50.00      0.5960    
   51.00      0.5524    
   52.00      0.5059    
   53.00      0.4583    
   54.00      0.4111    
   55.00      0.3657    
   56.00      0.3234    
   57.00      0.2849    
   58.00      0.2507    
   59.00      0.2211    
   60.00      0.1959    
   61.00      0.1751    
   62.00      0.1580    
   63.00      0.1444    
   64.00      0.1338    
   65.00      0.1255    
   66.00      0.1190    
   67.00      0.1141    
   68.00      0.1101    
   69.00      0.1069    
   70.00      0.1040    
   71.00      0.1013    
   72.00      0.9868E-01
   73.00      0.9600E-01
   74.00      0.9325E-01
   75.00      0.9047E-01
   76.00      0.8769E-01
   77.00      0.8500E-01
   78.00      0.8247E-01
   79.00      0.8016E-01
   80.00      0.7812E-01
 END
