#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       3.528    
   1.000       3.539    
   2.000       3.570    
   3.000       3.621    
   4.000       3.692    
   5.000       3.780    
   6.000       3.884    
   7.000       4.001    
   8.000       4.128    
   9.000       4.263    
   10.00       4.400    
   11.00       4.535    
   12.00       4.662    
   13.00       4.775    
   14.00       4.868    
   15.00       4.933    
   16.00       4.966    
   17.00       4.959    
   18.00       4.910    
   19.00       4.814    
   20.00       4.671    
   21.00       4.484    
   22.00       4.255    
   23.00       3.990    
   24.00       3.697    
   25.00       3.383    
   26.00       3.059    
   27.00       2.732    
   28.00       2.413    
   29.00       2.110    
   30.00       1.829    
   31.00       1.577    
   32.00       1.356    
   33.00       1.170    
   34.00       1.019    
   35.00      0.9015    
   36.00      0.8147    
   37.00      0.7550    
   38.00      0.7178    
   39.00      0.6981    
   40.00      0.6909    
   41.00      0.6913    
   42.00      0.6951    
   43.00      0.6985    
   44.00      0.6988    
   45.00      0.6936    
   46.00      0.6818    
   47.00      0.6627    
   48.00      0.6364    
   49.00      0.6036    
   50.00      0.5654    
   51.00      0.5231    
   52.00      0.4784    
   53.00      0.4327    
   54.00      0.3876    
   55.00      0.3444    
   56.00      0.3041    
   57.00      0.2675    
   58.00      0.2350    
   59.00      0.2069    
   60.00      0.1832    
   61.00      0.1637    
   62.00      0.1480    
   63.00      0.1356    
   64.00      0.1261    
   65.00      0.1188    
   66.00      0.1133    
   67.00      0.1091    
   68.00      0.1057    
   69.00      0.1029    
   70.00      0.1003    
   71.00      0.9783E-01
   72.00      0.9534E-01
   73.00      0.9282E-01
   74.00      0.9028E-01
   75.00      0.8775E-01
   76.00      0.8531E-01
   77.00      0.8302E-01
   78.00      0.8093E-01
   79.00      0.7909E-01
   80.00      0.7751E-01
 END
