#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       16.63    
   1.000       16.60    
   2.000       16.50    
   3.000       16.31    
   4.000       16.03    
   5.000       15.64    
   6.000       15.13    
   7.000       14.48    
   8.000       13.70    
   9.000       12.78    
   10.00       11.75    
   11.00       10.64    
   12.00       9.475    
   13.00       8.312    
   14.00       7.190    
   15.00       6.152    
   16.00       5.233    
   17.00       4.460    
   18.00       3.846    
   19.00       3.393    
   20.00       3.093    
   21.00       2.926    
   22.00       2.866    
   23.00       2.885    
   24.00       2.953    
   25.00       3.040    
   26.00       3.121    
   27.00       3.175    
   28.00       3.189    
   29.00       3.153    
   30.00       3.065    
   31.00       2.927    
   32.00       2.748    
   33.00       2.535    
   34.00       2.300    
   35.00       2.054    
   36.00       1.808    
   37.00       1.571    
   38.00       1.350    
   39.00       1.151    
   40.00      0.9763    
   41.00      0.8274    
   42.00      0.7038    
   43.00      0.6039    
   44.00      0.5249    
   45.00      0.4635    
   46.00      0.4165    
   47.00      0.3806    
   48.00      0.3531    
   49.00      0.3315    
   50.00      0.3141    
   51.00      0.2998    
   52.00      0.2877    
   53.00      0.2775    
   54.00      0.2691    
   55.00      0.2627    
   56.00      0.2585    
   57.00      0.2567    
   58.00      0.2574    
   59.00      0.2606    
   60.00      0.2662    
   61.00      0.2736    
   62.00      0.2824    
   63.00      0.2919    
   64.00      0.3013    
   65.00      0.3099    
   66.00      0.3171    
   67.00      0.3220    
   68.00      0.3243    
   69.00      0.3234    
   70.00      0.3191    
   71.00      0.3113    
   72.00      0.3001    
   73.00      0.2857    
   74.00      0.2685    
   75.00      0.2490    
   76.00      0.2277    
   77.00      0.2054    
   78.00      0.1826    
   79.00      0.1601    
   80.00      0.1383    
 END
