#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9092 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.90    
   1.000       10.92    
   2.000       11.00    
   3.000       11.13    
   4.000       11.29    
   5.000       11.49    
   6.000       11.71    
   7.000       11.95    
   8.000       12.18    
   9.000       12.41    
   10.00       12.61    
   11.00       12.77    
   12.00       12.88    
   13.00       12.92    
   14.00       12.89    
   15.00       12.78    
   16.00       12.58    
   17.00       12.30    
   18.00       11.92    
   19.00       11.46    
   20.00       10.93    
   21.00       10.32    
   22.00       9.659    
   23.00       8.951    
   24.00       8.215    
   25.00       7.466    
   26.00       6.721    
   27.00       5.996    
   28.00       5.306    
   29.00       4.663    
   30.00       4.078    
   31.00       3.557    
   32.00       3.105    
   33.00       2.723    
   34.00       2.411    
   35.00       2.165    
   36.00       1.978    
   37.00       1.844    
   38.00       1.754    
   39.00       1.698    
   40.00       1.667    
   41.00       1.652    
   42.00       1.645    
   43.00       1.639    
   44.00       1.629    
   45.00       1.610    
   46.00       1.580    
   47.00       1.536    
   48.00       1.479    
   49.00       1.409    
   50.00       1.328    
   51.00       1.238    
   52.00       1.142    
   53.00       1.043    
   54.00      0.9440    
   55.00      0.8473    
   56.00      0.7555    
   57.00      0.6702    
   58.00      0.5927    
   59.00      0.5239    
   60.00      0.4639    
   61.00      0.4128    
   62.00      0.3701    
   63.00      0.3351    
   64.00      0.3069    
   65.00      0.2844    
   66.00      0.2667    
   67.00      0.2526    
   68.00      0.2410    
   69.00      0.2312    
   70.00      0.2222    
   71.00      0.2137    
   72.00      0.2053    
   73.00      0.1967    
   74.00      0.1879    
   75.00      0.1790    
   76.00      0.1701    
   77.00      0.1613    
   78.00      0.1530    
   79.00      0.1452    
   80.00      0.1383    
 END
