#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9538 keV Jpi=1- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.396    
   1.000       4.405    
   2.000       4.430    
   3.000       4.472    
   4.000       4.527    
   5.000       4.594    
   6.000       4.668    
   7.000       4.747    
   8.000       4.824    
   9.000       4.896    
   10.00       4.955    
   11.00       4.998    
   12.00       5.020    
   13.00       5.017    
   14.00       4.987    
   15.00       4.928    
   16.00       4.837    
   17.00       4.715    
   18.00       4.561    
   19.00       4.378    
   20.00       4.168    
   21.00       3.933    
   22.00       3.678    
   23.00       3.410    
   24.00       3.132    
   25.00       2.851    
   26.00       2.573    
   27.00       2.303    
   28.00       2.047    
   29.00       1.808    
   30.00       1.590    
   31.00       1.395    
   32.00       1.226    
   33.00       1.082    
   34.00      0.9637    
   35.00      0.8697    
   36.00      0.7978    
   37.00      0.7452    
   38.00      0.7089    
   39.00      0.6855    
   40.00      0.6715    
   41.00      0.6637    
   42.00      0.6594    
   43.00      0.6558    
   44.00      0.6510    
   45.00      0.6433    
   46.00      0.6317    
   47.00      0.6154    
   48.00      0.5941    
   49.00      0.5680    
   50.00      0.5376    
   51.00      0.5036    
   52.00      0.4671    
   53.00      0.4290    
   54.00      0.3905    
   55.00      0.3526    
   56.00      0.3161    
   57.00      0.2819    
   58.00      0.2504    
   59.00      0.2220    
   60.00      0.1968    
   61.00      0.1749    
   62.00      0.1563    
   63.00      0.1406    
   64.00      0.1277    
   65.00      0.1172    
   66.00      0.1087    
   67.00      0.1019    
   68.00      0.9631E-01
   69.00      0.9169E-01
   70.00      0.8768E-01
   71.00      0.8404E-01
   72.00      0.8058E-01
   73.00      0.7719E-01
   74.00      0.7381E-01
   75.00      0.7043E-01
   76.00      0.6707E-01
   77.00      0.6381E-01
   78.00      0.6069E-01
   79.00      0.5779E-01
   80.00      0.5518E-01
 END
