#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       42.46    
   1.000       42.37    
   2.000       42.09    
   3.000       41.60    
   4.000       40.88    
   5.000       39.89    
   6.000       38.60    
   7.000       37.00    
   8.000       35.09    
   9.000       32.89    
   10.00       30.43    
   11.00       27.79    
   12.00       25.05    
   13.00       22.29    
   14.00       19.61    
   15.00       17.10    
   16.00       14.82    
   17.00       12.84    
   18.00       11.20    
   19.00       9.893    
   20.00       8.916    
   21.00       8.234    
   22.00       7.801    
   23.00       7.558    
   24.00       7.445    
   25.00       7.400    
   26.00       7.371    
   27.00       7.312    
   28.00       7.190    
   29.00       6.986    
   30.00       6.692    
   31.00       6.311    
   32.00       5.857    
   33.00       5.349    
   34.00       4.810    
   35.00       4.264    
   36.00       3.734    
   37.00       3.242    
   38.00       2.802    
   39.00       2.426    
   40.00       2.120    
   41.00       1.887    
   42.00       1.722    
   43.00       1.619    
   44.00       1.568    
   45.00       1.560    
   46.00       1.581    
   47.00       1.621    
   48.00       1.669    
   49.00       1.715    
   50.00       1.752    
   51.00       1.775    
   52.00       1.779    
   53.00       1.763    
   54.00       1.726    
   55.00       1.670    
   56.00       1.597    
   57.00       1.510    
   58.00       1.412    
   59.00       1.306    
   60.00       1.197    
   61.00       1.087    
   62.00      0.9794    
   63.00      0.8765    
   64.00      0.7803    
   65.00      0.6921    
   66.00      0.6129    
   67.00      0.5430    
   68.00      0.4826    
   69.00      0.4314    
   70.00      0.3888    
   71.00      0.3543    
   72.00      0.3269    
   73.00      0.3058    
   74.00      0.2900    
   75.00      0.2787    
   76.00      0.2709    
   77.00      0.2660    
   78.00      0.2631    
   79.00      0.2617    
   80.00      0.2612    
 END
