#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9454 keV Jpi=3- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       36.41    
   1.000       36.32    
   2.000       36.03    
   3.000       35.54    
   4.000       34.82    
   5.000       33.87    
   6.000       32.66    
   7.000       31.20    
   8.000       29.49    
   9.000       27.57    
   10.00       25.46    
   11.00       23.22    
   12.00       20.93    
   13.00       18.64    
   14.00       16.44    
   15.00       14.38    
   16.00       12.53    
   17.00       10.92    
   18.00       9.587    
   19.00       8.526    
   20.00       7.730    
   21.00       7.172    
   22.00       6.812    
   23.00       6.605    
   24.00       6.501    
   25.00       6.451    
   26.00       6.413    
   27.00       6.350    
   28.00       6.237    
   29.00       6.058    
   30.00       5.806    
   31.00       5.484    
   32.00       5.102    
   33.00       4.675    
   34.00       4.222    
   35.00       3.762    
   36.00       3.315    
   37.00       2.896    
   38.00       2.521    
   39.00       2.198    
   40.00       1.932    
   41.00       1.727    
   42.00       1.579    
   43.00       1.483    
   44.00       1.433    
   45.00       1.419    
   46.00       1.432    
   47.00       1.462    
   48.00       1.500    
   49.00       1.540    
   50.00       1.572    
   51.00       1.594    
   52.00       1.600    
   53.00       1.590    
   54.00       1.563    
   55.00       1.518    
   56.00       1.458    
   57.00       1.385    
   58.00       1.302    
   59.00       1.211    
   60.00       1.115    
   61.00       1.018    
   62.00      0.9216    
   63.00      0.8283    
   64.00      0.7399    
   65.00      0.6579    
   66.00      0.5832    
   67.00      0.5165    
   68.00      0.4580    
   69.00      0.4078    
   70.00      0.3655    
   71.00      0.3306    
   72.00      0.3026    
   73.00      0.2808    
   74.00      0.2644    
   75.00      0.2525    
   76.00      0.2445    
   77.00      0.2396    
   78.00      0.2370    
   79.00      0.2363    
   80.00      0.2366    
 END
