#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=2- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       6.594    
   1.000       6.619    
   2.000       6.693    
   3.000       6.815    
   4.000       6.980    
   5.000       7.183    
   6.000       7.419    
   7.000       7.680    
   8.000       7.959    
   9.000       8.244    
   10.00       8.527    
   11.00       8.796    
   12.00       9.039    
   13.00       9.245    
   14.00       9.400    
   15.00       9.493    
   16.00       9.513    
   17.00       9.452    
   18.00       9.304    
   19.00       9.066    
   20.00       8.740    
   21.00       8.330    
   22.00       7.847    
   23.00       7.302    
   24.00       6.709    
   25.00       6.087    
   26.00       5.452    
   27.00       4.821    
   28.00       4.212    
   29.00       3.640    
   30.00       3.116    
   31.00       2.651    
   32.00       2.250    
   33.00       1.918    
   34.00       1.652    
   35.00       1.450    
   36.00       1.306    
   37.00       1.212    
   38.00       1.159    
   39.00       1.138    
   40.00       1.137    
   41.00       1.150    
   42.00       1.166    
   43.00       1.180    
   44.00       1.187    
   45.00       1.182    
   46.00       1.164    
   47.00       1.131    
   48.00       1.085    
   49.00       1.026    
   50.00      0.9577    
   51.00      0.8823    
   52.00      0.8028    
   53.00      0.7225    
   54.00      0.6439    
   55.00      0.5694    
   56.00      0.5010    
   57.00      0.4400    
   58.00      0.3870    
   59.00      0.3424    
   60.00      0.3058    
   61.00      0.2768    
   62.00      0.2545    
   63.00      0.2377    
   64.00      0.2254    
   65.00      0.2164    
   66.00      0.2097    
   67.00      0.2041    
   68.00      0.1991    
   69.00      0.1938    
   70.00      0.1881    
   71.00      0.1815    
   72.00      0.1741    
   73.00      0.1660    
   74.00      0.1573    
   75.00      0.1484    
   76.00      0.1394    
   77.00      0.1308    
   78.00      0.1227    
   79.00      0.1155    
   80.00      0.1093    
 END
