#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7694 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.86    
   1.000       10.89    
   2.000       10.97    
   3.000       11.09    
   4.000       11.26    
   5.000       11.46    
   6.000       11.70    
   7.000       11.95    
   8.000       12.21    
   9.000       12.48    
   10.00       12.73    
   11.00       12.96    
   12.00       13.15    
   13.00       13.30    
   14.00       13.38    
   15.00       13.38    
   16.00       13.29    
   17.00       13.11    
   18.00       12.83    
   19.00       12.45    
   20.00       11.96    
   21.00       11.39    
   22.00       10.74    
   23.00       10.02    
   24.00       9.257    
   25.00       8.457    
   26.00       7.643    
   27.00       6.835    
   28.00       6.050    
   29.00       5.307    
   30.00       4.623    
   31.00       4.009    
   32.00       3.475    
   33.00       3.025    
   34.00       2.658    
   35.00       2.371    
   36.00       2.156    
   37.00       2.002    
   38.00       1.898    
   39.00       1.833    
   40.00       1.793    
   41.00       1.770    
   42.00       1.753    
   43.00       1.735    
   44.00       1.710    
   45.00       1.673    
   46.00       1.622    
   47.00       1.555    
   48.00       1.473    
   49.00       1.377    
   50.00       1.271    
   51.00       1.158    
   52.00       1.042    
   53.00      0.9275    
   54.00      0.8176    
   55.00      0.7159    
   56.00      0.6247    
   57.00      0.5457    
   58.00      0.4797    
   59.00      0.4265    
   60.00      0.3856    
   61.00      0.3557    
   62.00      0.3354    
   63.00      0.3227    
   64.00      0.3160    
   65.00      0.3134    
   66.00      0.3132    
   67.00      0.3139    
   68.00      0.3143    
   69.00      0.3133    
   70.00      0.3103    
   71.00      0.3048    
   72.00      0.2967    
   73.00      0.2861    
   74.00      0.2733    
   75.00      0.2588    
   76.00      0.2432    
   77.00      0.2270    
   78.00      0.2109    
   79.00      0.1954    
   80.00      0.1810    
 END
