#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.60    
   1.000       10.63    
   2.000       10.70    
   3.000       10.81    
   4.000       10.95    
   5.000       11.12    
   6.000       11.30    
   7.000       11.50    
   8.000       11.69    
   9.000       11.86    
   10.00       12.01    
   11.00       12.13    
   12.00       12.19    
   13.00       12.20    
   14.00       12.13    
   15.00       11.99    
   16.00       11.78    
   17.00       11.48    
   18.00       11.11    
   19.00       10.67    
   20.00       10.16    
   21.00       9.586    
   22.00       8.964    
   23.00       8.305    
   24.00       7.623    
   25.00       6.934    
   26.00       6.251    
   27.00       5.590    
   28.00       4.962    
   29.00       4.378    
   30.00       3.846    
   31.00       3.371    
   32.00       2.958    
   33.00       2.608    
   34.00       2.320    
   35.00       2.092    
   36.00       1.917    
   37.00       1.791    
   38.00       1.703    
   39.00       1.647    
   40.00       1.614    
   41.00       1.596    
   42.00       1.585    
   43.00       1.576    
   44.00       1.564    
   45.00       1.545    
   46.00       1.516    
   47.00       1.476    
   48.00       1.423    
   49.00       1.359    
   50.00       1.285    
   51.00       1.202    
   52.00       1.113    
   53.00       1.020    
   54.00      0.9272    
   55.00      0.8360    
   56.00      0.7485    
   57.00      0.6666    
   58.00      0.5914    
   59.00      0.5237    
   60.00      0.4639    
   61.00      0.4123    
   62.00      0.3684    
   63.00      0.3320    
   64.00      0.3021    
   65.00      0.2780    
   66.00      0.2587    
   67.00      0.2432    
   68.00      0.2305    
   69.00      0.2198    
   70.00      0.2103    
   71.00      0.2016    
   72.00      0.1933    
   73.00      0.1852    
   74.00      0.1771    
   75.00      0.1690    
   76.00      0.1610    
   77.00      0.1531    
   78.00      0.1455    
   79.00      0.1384    
   80.00      0.1320    
 END
