#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9454 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.58    
   1.000       11.59    
   2.000       11.63    
   3.000       11.69    
   4.000       11.77    
   5.000       11.86    
   6.000       11.96    
   7.000       12.06    
   8.000       12.14    
   9.000       12.20    
   10.00       12.23    
   11.00       12.22    
   12.00       12.16    
   13.00       12.06    
   14.00       11.89    
   15.00       11.66    
   16.00       11.37    
   17.00       11.02    
   18.00       10.62    
   19.00       10.15    
   20.00       9.638    
   21.00       9.084    
   22.00       8.497    
   23.00       7.887    
   24.00       7.265    
   25.00       6.642    
   26.00       6.031    
   27.00       5.441    
   28.00       4.882    
   29.00       4.362    
   30.00       3.889    
   31.00       3.466    
   32.00       3.098    
   33.00       2.783    
   34.00       2.520    
   35.00       2.307    
   36.00       2.139    
   37.00       2.009    
   38.00       1.912    
   39.00       1.840    
   40.00       1.787    
   41.00       1.746    
   42.00       1.710    
   43.00       1.676    
   44.00       1.638    
   45.00       1.593    
   46.00       1.540    
   47.00       1.477    
   48.00       1.405    
   49.00       1.324    
   50.00       1.236    
   51.00       1.142    
   52.00       1.045    
   53.00      0.9480    
   54.00      0.8523    
   55.00      0.7606    
   56.00      0.6746    
   57.00      0.5959    
   58.00      0.5255    
   59.00      0.4639    
   60.00      0.4115    
   61.00      0.3679    
   62.00      0.3327    
   63.00      0.3052    
   64.00      0.2844    
   65.00      0.2693    
   66.00      0.2587    
   67.00      0.2515    
   68.00      0.2466    
   69.00      0.2430    
   70.00      0.2398    
   71.00      0.2365    
   72.00      0.2325    
   73.00      0.2276    
   74.00      0.2216    
   75.00      0.2145    
   76.00      0.2065    
   77.00      0.1977    
   78.00      0.1883    
   79.00      0.1787    
   80.00      0.1690    
 END
