#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6582 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       2.203    
   1.000       2.210    
   2.000       2.234    
   3.000       2.273    
   4.000       2.328    
   5.000       2.398    
   6.000       2.484    
   7.000       2.585    
   8.000       2.700    
   9.000       2.829    
   10.00       2.970    
   11.00       3.119    
   12.00       3.273    
   13.00       3.426    
   14.00       3.571    
   15.00       3.701    
   16.00       3.807    
   17.00       3.882    
   18.00       3.918    
   19.00       3.911    
   20.00       3.857    
   21.00       3.755    
   22.00       3.607    
   23.00       3.416    
   24.00       3.189    
   25.00       2.932    
   26.00       2.655    
   27.00       2.368    
   28.00       2.080    
   29.00       1.801    
   30.00       1.540    
   31.00       1.303    
   32.00       1.096    
   33.00      0.9226    
   34.00      0.7834    
   35.00      0.6778    
   36.00      0.6032    
   37.00      0.5559    
   38.00      0.5311    
   39.00      0.5236    
   40.00      0.5282    
   41.00      0.5399    
   42.00      0.5543    
   43.00      0.5674    
   44.00      0.5763    
   45.00      0.5790    
   46.00      0.5741    
   47.00      0.5613    
   48.00      0.5406    
   49.00      0.5131    
   50.00      0.4798    
   51.00      0.4425    
   52.00      0.4027    
   53.00      0.3622    
   54.00      0.3224    
   55.00      0.2847    
   56.00      0.2500    
   57.00      0.2190    
   58.00      0.1921    
   59.00      0.1695    
   60.00      0.1509    
   61.00      0.1360    
   62.00      0.1244    
   63.00      0.1156    
   64.00      0.1091    
   65.00      0.1042    
   66.00      0.1006    
   67.00      0.9780E-01
   68.00      0.9547E-01
   69.00      0.9337E-01
   70.00      0.9133E-01
   71.00      0.8927E-01
   72.00      0.8716E-01
   73.00      0.8503E-01
   74.00      0.8294E-01
   75.00      0.8096E-01
   76.00      0.7918E-01
   77.00      0.7765E-01
   78.00      0.7644E-01
   79.00      0.7554E-01
   80.00      0.7496E-01
 END
