#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 4491 keV Jpi=5- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.613    
   1.000       1.616    
   2.000       1.624    
   3.000       1.638    
   4.000       1.659    
   5.000       1.688    
   6.000       1.728    
   7.000       1.780    
   8.000       1.850    
   9.000       1.941    
   10.00       2.057    
   11.00       2.200    
   12.00       2.371    
   13.00       2.567    
   14.00       2.784    
   15.00       3.011    
   16.00       3.239    
   17.00       3.454    
   18.00       3.640    
   19.00       3.786    
   20.00       3.877    
   21.00       3.906    
   22.00       3.867    
   23.00       3.758    
   24.00       3.583    
   25.00       3.350    
   26.00       3.069    
   27.00       2.755    
   28.00       2.421    
   29.00       2.084    
   30.00       1.758    
   31.00       1.455    
   32.00       1.185    
   33.00      0.9546    
   34.00      0.7678    
   35.00      0.6250    
   36.00      0.5242    
   37.00      0.4609    
   38.00      0.4293    
   39.00      0.4225    
   40.00      0.4331    
   41.00      0.4541    
   42.00      0.4793    
   43.00      0.5032    
   44.00      0.5220    
   45.00      0.5327    
   46.00      0.5339    
   47.00      0.5255    
   48.00      0.5081    
   49.00      0.4831    
   50.00      0.4525    
   51.00      0.4182    
   52.00      0.3826    
   53.00      0.3474    
   54.00      0.3142    
   55.00      0.2844    
   56.00      0.2587    
   57.00      0.2374    
   58.00      0.2204    
   59.00      0.2075    
   60.00      0.1980    
   61.00      0.1911    
   62.00      0.1861    
   63.00      0.1821    
   64.00      0.1784    
   65.00      0.1744    
   66.00      0.1697    
   67.00      0.1642    
   68.00      0.1576    
   69.00      0.1501    
   70.00      0.1419    
   71.00      0.1333    
   72.00      0.1246    
   73.00      0.1164    
   74.00      0.1088    
   75.00      0.1022    
   76.00      0.9692E-01
   77.00      0.9307E-01
   78.00      0.9074E-01
   79.00      0.8991E-01
   80.00      0.9049E-01
 END
