#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8764 keV Jpi=3- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       28.29    
   1.000       28.26    
   2.000       28.13    
   3.000       27.91    
   4.000       27.55    
   5.000       27.04    
   6.000       26.35    
   7.000       25.44    
   8.000       24.31    
   9.000       22.95    
   10.00       21.40    
   11.00       19.69    
   12.00       17.87    
   13.00       16.01    
   14.00       14.19    
   15.00       12.47    
   16.00       10.91    
   17.00       9.564    
   18.00       8.450    
   19.00       7.579    
   20.00       6.943    
   21.00       6.518    
   22.00       6.267    
   23.00       6.149    
   24.00       6.115    
   25.00       6.122    
   26.00       6.129    
   27.00       6.104    
   28.00       6.022    
   29.00       5.869    
   30.00       5.640    
   31.00       5.339    
   32.00       4.977    
   33.00       4.569    
   34.00       4.132    
   35.00       3.686    
   36.00       3.248    
   37.00       2.833    
   38.00       2.454    
   39.00       2.119    
   40.00       1.833    
   41.00       1.598    
   42.00       1.411    
   43.00       1.270    
   44.00       1.166    
   45.00       1.095    
   46.00       1.047    
   47.00       1.017    
   48.00      0.9973    
   49.00      0.9828    
   50.00      0.9691    
   51.00      0.9531    
   52.00      0.9330    
   53.00      0.9078    
   54.00      0.8776    
   55.00      0.8432    
   56.00      0.8058    
   57.00      0.7667    
   58.00      0.7276    
   59.00      0.6898    
   60.00      0.6546    
   61.00      0.6228    
   62.00      0.5950    
   63.00      0.5713    
   64.00      0.5518    
   65.00      0.5359    
   66.00      0.5230    
   67.00      0.5126    
   68.00      0.5037    
   69.00      0.4955    
   70.00      0.4874    
   71.00      0.4785    
   72.00      0.4684    
   73.00      0.4566    
   74.00      0.4429    
   75.00      0.4272    
   76.00      0.4095    
   77.00      0.3900    
   78.00      0.3691    
   79.00      0.3471    
   80.00      0.3243    
 END
