#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=2- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.746    
   1.000       7.764    
   2.000       7.816    
   3.000       7.901    
   4.000       8.015    
   5.000       8.153    
   6.000       8.309    
   7.000       8.474    
   8.000       8.640    
   9.000       8.797    
   10.00       8.936    
   11.00       9.046    
   12.00       9.118    
   13.00       9.145    
   14.00       9.120    
   15.00       9.037    
   16.00       8.895    
   17.00       8.691    
   18.00       8.425    
   19.00       8.100    
   20.00       7.720    
   21.00       7.292    
   22.00       6.823    
   23.00       6.323    
   24.00       5.803    
   25.00       5.275    
   26.00       4.750    
   27.00       4.239    
   28.00       3.753    
   29.00       3.300    
   30.00       2.887    
   31.00       2.520    
   32.00       2.201    
   33.00       1.932    
   34.00       1.711    
   35.00       1.537    
   36.00       1.405    
   37.00       1.310    
   38.00       1.246    
   39.00       1.206    
   40.00       1.184    
   41.00       1.173    
   42.00       1.168    
   43.00       1.164    
   44.00       1.156    
   45.00       1.143    
   46.00       1.121    
   47.00       1.090    
   48.00       1.050    
   49.00       1.000    
   50.00      0.9433    
   51.00      0.8800    
   52.00      0.8123    
   53.00      0.7424    
   54.00      0.6723    
   55.00      0.6038    
   56.00      0.5386    
   57.00      0.4780    
   58.00      0.4229    
   59.00      0.3738    
   60.00      0.3311    
   61.00      0.2945    
   62.00      0.2639    
   63.00      0.2388    
   64.00      0.2185    
   65.00      0.2024    
   66.00      0.1895    
   67.00      0.1793    
   68.00      0.1709    
   69.00      0.1638    
   70.00      0.1574    
   71.00      0.1513    
   72.00      0.1453    
   73.00      0.1393    
   74.00      0.1331    
   75.00      0.1268    
   76.00      0.1205    
   77.00      0.1144    
   78.00      0.1085    
   79.00      0.1030    
   80.00      0.9809E-01
 END
