#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.958    
   1.000       4.965    
   2.000       4.983    
   3.000       5.013    
   4.000       5.054    
   5.000       5.104    
   6.000       5.161    
   7.000       5.224    
   8.000       5.288    
   9.000       5.351    
   10.00       5.409    
   11.00       5.457    
   12.00       5.492    
   13.00       5.509    
   14.00       5.504    
   15.00       5.473    
   16.00       5.413    
   17.00       5.320    
   18.00       5.194    
   19.00       5.033    
   20.00       4.838    
   21.00       4.612    
   22.00       4.358    
   23.00       4.080    
   24.00       3.784    
   25.00       3.477    
   26.00       3.166    
   27.00       2.857    
   28.00       2.557    
   29.00       2.273    
   30.00       2.009    
   31.00       1.770    
   32.00       1.558    
   33.00       1.375    
   34.00       1.221    
   35.00       1.095    
   36.00      0.9950    
   37.00      0.9184    
   38.00      0.8614    
   39.00      0.8204    
   40.00      0.7915    
   41.00      0.7709    
   42.00      0.7553    
   43.00      0.7416    
   44.00      0.7274    
   45.00      0.7106    
   46.00      0.6900    
   47.00      0.6649    
   48.00      0.6350    
   49.00      0.6008    
   50.00      0.5628    
   51.00      0.5222    
   52.00      0.4799    
   53.00      0.4372    
   54.00      0.3951    
   55.00      0.3546    
   56.00      0.3166    
   57.00      0.2817    
   58.00      0.2503    
   59.00      0.2227    
   60.00      0.1989    
   61.00      0.1788    
   62.00      0.1622    
   63.00      0.1487    
   64.00      0.1379    
   65.00      0.1292    
   66.00      0.1223    
   67.00      0.1166    
   68.00      0.1118    
   69.00      0.1075    
   70.00      0.1035    
   71.00      0.9959E-01
   72.00      0.9569E-01
   73.00      0.9176E-01
   74.00      0.8778E-01
   75.00      0.8383E-01
   76.00      0.7997E-01
   77.00      0.7630E-01
   78.00      0.7291E-01
   79.00      0.6989E-01
   80.00      0.6731E-01
 END
