#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=4- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       6.285    
   1.000       6.294    
   2.000       6.320    
   3.000       6.362    
   4.000       6.421    
   5.000       6.493    
   6.000       6.577    
   7.000       6.670    
   8.000       6.768    
   9.000       6.868    
   10.00       6.962    
   11.00       7.046    
   12.00       7.113    
   13.00       7.157    
   14.00       7.171    
   15.00       7.150    
   16.00       7.090    
   17.00       6.987    
   18.00       6.841    
   19.00       6.648    
   20.00       6.410    
   21.00       6.127    
   22.00       5.803    
   23.00       5.443    
   24.00       5.053    
   25.00       4.642    
   26.00       4.220    
   27.00       3.799    
   28.00       3.389    
   29.00       3.000    
   30.00       2.639    
   31.00       2.314    
   32.00       2.027    
   33.00       1.780    
   34.00       1.574    
   35.00       1.406    
   36.00       1.273    
   37.00       1.172    
   38.00       1.097    
   39.00       1.046    
   40.00       1.011    
   41.00      0.9877    
   42.00      0.9714    
   43.00      0.9573    
   44.00      0.9416    
   45.00      0.9213    
   46.00      0.8948    
   47.00      0.8612    
   48.00      0.8207    
   49.00      0.7742    
   50.00      0.7229    
   51.00      0.6684    
   52.00      0.6124    
   53.00      0.5563    
   54.00      0.5015    
   55.00      0.4492    
   56.00      0.4003    
   57.00      0.3557    
   58.00      0.3157    
   59.00      0.2807    
   60.00      0.2508    
   61.00      0.2259    
   62.00      0.2055    
   63.00      0.1891    
   64.00      0.1762    
   65.00      0.1661    
   66.00      0.1580    
   67.00      0.1514    
   68.00      0.1456    
   69.00      0.1404    
   70.00      0.1353    
   71.00      0.1302    
   72.00      0.1250    
   73.00      0.1197    
   74.00      0.1143    
   75.00      0.1090    
   76.00      0.1039    
   77.00      0.9914E-01
   78.00      0.9479E-01
   79.00      0.9099E-01
   80.00      0.8783E-01
 END
