#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8359 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       14.66    
   1.000       14.65    
   2.000       14.62    
   3.000       14.56    
   4.000       14.44    
   5.000       14.24    
   6.000       13.94    
   7.000       13.51    
   8.000       12.96    
   9.000       12.26    
   10.00       11.45    
   11.00       10.54    
   12.00       9.558    
   13.00       8.542    
   14.00       7.534    
   15.00       6.574    
   16.00       5.698    
   17.00       4.934    
   18.00       4.302    
   19.00       3.807    
   20.00       3.448    
   21.00       3.209    
   22.00       3.070    
   23.00       3.007    
   24.00       2.992    
   25.00       3.001    
   26.00       3.011    
   27.00       3.004    
   28.00       2.967    
   29.00       2.892    
   30.00       2.776    
   31.00       2.623    
   32.00       2.437    
   33.00       2.227    
   34.00       2.003    
   35.00       1.775    
   36.00       1.553    
   37.00       1.345    
   38.00       1.157    
   39.00      0.9932    
   40.00      0.8556    
   41.00      0.7447    
   42.00      0.6592    
   43.00      0.5964    
   44.00      0.5528    
   45.00      0.5244    
   46.00      0.5072    
   47.00      0.4973    
   48.00      0.4912    
   49.00      0.4863    
   50.00      0.4804    
   51.00      0.4721    
   52.00      0.4608    
   53.00      0.4463    
   54.00      0.4288    
   55.00      0.4090    
   56.00      0.3877    
   57.00      0.3658    
   58.00      0.3441    
   59.00      0.3237    
   60.00      0.3049    
   61.00      0.2884    
   62.00      0.2744    
   63.00      0.2629    
   64.00      0.2537    
   65.00      0.2467    
   66.00      0.2414    
   67.00      0.2375    
   68.00      0.2344    
   69.00      0.2316    
   70.00      0.2287    
   71.00      0.2253    
   72.00      0.2211    
   73.00      0.2160    
   74.00      0.2097    
   75.00      0.2023    
   76.00      0.1938    
   77.00      0.1844    
   78.00      0.1742    
   79.00      0.1634    
   80.00      0.1522    
 END
