#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7623 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       28.94    
   1.000       28.95    
   2.000       28.99    
   3.000       29.00    
   4.000       28.92    
   5.000       28.69    
   6.000       28.23    
   7.000       27.47    
   8.000       26.38    
   9.000       24.95    
   10.00       23.18    
   11.00       21.14    
   12.00       18.91    
   13.00       16.58    
   14.00       14.25    
   15.00       12.05    
   16.00       10.05    
   17.00       8.339    
   18.00       6.954    
   19.00       5.915    
   20.00       5.212    
   21.00       4.812    
   22.00       4.664    
   23.00       4.706    
   24.00       4.869    
   25.00       5.088    
   26.00       5.306    
   27.00       5.475    
   28.00       5.560    
   29.00       5.542    
   30.00       5.415    
   31.00       5.183    
   32.00       4.862    
   33.00       4.470    
   34.00       4.033    
   35.00       3.573    
   36.00       3.115    
   37.00       2.677    
   38.00       2.273    
   39.00       1.916    
   40.00       1.609    
   41.00       1.355    
   42.00       1.150    
   43.00      0.9911    
   44.00      0.8707    
   45.00      0.7816    
   46.00      0.7163    
   47.00      0.6681    
   48.00      0.6310    
   49.00      0.6007    
   50.00      0.5739    
   51.00      0.5488    
   52.00      0.5246    
   53.00      0.5015    
   54.00      0.4803    
   55.00      0.4620    
   56.00      0.4478    
   57.00      0.4388    
   58.00      0.4354    
   59.00      0.4380    
   60.00      0.4463    
   61.00      0.4596    
   62.00      0.4766    
   63.00      0.4961    
   64.00      0.5163    
   65.00      0.5355    
   66.00      0.5521    
   67.00      0.5647    
   68.00      0.5719    
   69.00      0.5729    
   70.00      0.5670    
   71.00      0.5541    
   72.00      0.5344    
   73.00      0.5084    
   74.00      0.4770    
   75.00      0.4411    
   76.00      0.4020    
   77.00      0.3610    
   78.00      0.3193    
   79.00      0.2782    
   80.00      0.2388    
 END
