#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8995 keV Jpi=1- l=1 n=3 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       19.42    
   1.000       19.39    
   2.000       19.27    
   3.000       19.07    
   4.000       18.77    
   5.000       18.34    
   6.000       17.78    
   7.000       17.07    
   8.000       16.21    
   9.000       15.21    
   10.00       14.09    
   11.00       12.87    
   12.00       11.60    
   13.00       10.32    
   14.00       9.069    
   15.00       7.893    
   16.00       6.828    
   17.00       5.901    
   18.00       5.129    
   19.00       4.518    
   20.00       4.060    
   21.00       3.743    
   22.00       3.542    
   23.00       3.432    
   24.00       3.383    
   25.00       3.366    
   26.00       3.356    
   27.00       3.332    
   28.00       3.278    
   29.00       3.185    
   30.00       3.050    
   31.00       2.875    
   32.00       2.665    
   33.00       2.430    
   34.00       2.180    
   35.00       1.928    
   36.00       1.684    
   37.00       1.457    
   38.00       1.256    
   39.00       1.084    
   40.00      0.9451    
   41.00      0.8395    
   42.00      0.7657    
   43.00      0.7203    
   44.00      0.6991    
   45.00      0.6967    
   46.00      0.7078    
   47.00      0.7270    
   48.00      0.7493    
   49.00      0.7706    
   50.00      0.7873    
   51.00      0.7971    
   52.00      0.7982    
   53.00      0.7900    
   54.00      0.7724    
   55.00      0.7460    
   56.00      0.7119    
   57.00      0.6715    
   58.00      0.6264    
   59.00      0.5782    
   60.00      0.5285    
   61.00      0.4788    
   62.00      0.4305    
   63.00      0.3846    
   64.00      0.3418    
   65.00      0.3029    
   66.00      0.2682    
   67.00      0.2377    
   68.00      0.2115    
   69.00      0.1895    
   70.00      0.1713    
   71.00      0.1566    
   72.00      0.1451    
   73.00      0.1362    
   74.00      0.1296    
   75.00      0.1248    
   76.00      0.1215    
   77.00      0.1194    
   78.00      0.1180    
   79.00      0.1173    
   80.00      0.1168    
 END
