#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7113 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       16.68    
   1.000       16.73    
   2.000       16.85    
   3.000       17.03    
   4.000       17.19    
   5.000       17.29    
   6.000       17.24    
   7.000       17.01    
   8.000       16.53    
   9.000       15.79    
   10.00       14.80    
   11.00       13.58    
   12.00       12.18    
   13.00       10.68    
   14.00       9.145    
   15.00       7.665    
   16.00       6.307    
   17.00       5.129    
   18.00       4.170    
   19.00       3.446    
   20.00       2.956    
   21.00       2.677    
   22.00       2.577    
   23.00       2.612    
   24.00       2.735    
   25.00       2.902    
   26.00       3.071    
   27.00       3.209    
   28.00       3.292    
   29.00       3.306    
   30.00       3.245    
   31.00       3.113    
   32.00       2.920    
   33.00       2.679    
   34.00       2.408    
   35.00       2.123    
   36.00       1.838    
   37.00       1.568    
   38.00       1.322    
   39.00       1.105    
   40.00      0.9230    
   41.00      0.7747    
   42.00      0.6587    
   43.00      0.5714    
   44.00      0.5078    
   45.00      0.4628    
   46.00      0.4311    
   47.00      0.4081    
   48.00      0.3901    
   49.00      0.3742    
   50.00      0.3587    
   51.00      0.3428    
   52.00      0.3262    
   53.00      0.3096    
   54.00      0.2937    
   55.00      0.2795    
   56.00      0.2679    
   57.00      0.2599    
   58.00      0.2560    
   59.00      0.2565    
   60.00      0.2611    
   61.00      0.2695    
   62.00      0.2808    
   63.00      0.2940    
   64.00      0.3078    
   65.00      0.3212    
   66.00      0.3329    
   67.00      0.3420    
   68.00      0.3476    
   69.00      0.3492    
   70.00      0.3463    
   71.00      0.3388    
   72.00      0.3269    
   73.00      0.3108    
   74.00      0.2912    
   75.00      0.2687    
   76.00      0.2442    
   77.00      0.2185    
   78.00      0.1924    
   79.00      0.1669    
   80.00      0.1426    
 END
