#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8484 keV Jpi=2- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       9.259    
   1.000       9.276    
   2.000       9.326    
   3.000       9.407    
   4.000       9.515    
   5.000       9.644    
   6.000       9.788    
   7.000       9.938    
   8.000       10.09    
   9.000       10.22    
   10.00       10.34    
   11.00       10.42    
   12.00       10.46    
   13.00       10.46    
   14.00       10.41    
   15.00       10.29    
   16.00       10.11    
   17.00       9.872    
   18.00       9.565    
   19.00       9.195    
   20.00       8.767    
   21.00       8.287    
   22.00       7.764    
   23.00       7.208    
   24.00       6.632    
   25.00       6.046    
   26.00       5.464    
   27.00       4.896    
   28.00       4.355    
   29.00       3.851    
   30.00       3.390    
   31.00       2.980    
   32.00       2.623    
   33.00       2.321    
   34.00       2.073    
   35.00       1.874    
   36.00       1.721    
   37.00       1.606    
   38.00       1.524    
   39.00       1.466    
   40.00       1.426    
   41.00       1.396    
   42.00       1.372    
   43.00       1.347    
   44.00       1.318    
   45.00       1.282    
   46.00       1.237    
   47.00       1.182    
   48.00       1.118    
   49.00       1.046    
   50.00      0.9674    
   51.00      0.8850    
   52.00      0.8010    
   53.00      0.7179    
   54.00      0.6378    
   55.00      0.5627    
   56.00      0.4940    
   57.00      0.4329    
   58.00      0.3800    
   59.00      0.3355    
   60.00      0.2995    
   61.00      0.2713    
   62.00      0.2503    
   63.00      0.2354    
   64.00      0.2254    
   65.00      0.2193    
   66.00      0.2158    
   67.00      0.2140    
   68.00      0.2128    
   69.00      0.2115    
   70.00      0.2095    
   71.00      0.2065    
   72.00      0.2022    
   73.00      0.1966    
   74.00      0.1896    
   75.00      0.1814    
   76.00      0.1724    
   77.00      0.1627    
   78.00      0.1528    
   79.00      0.1430    
   80.00      0.1337    
 END
