#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7114 keV Jpi=4- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       11.35    
   1.000       11.38    
   2.000       11.47    
   3.000       11.62    
   4.000       11.82    
   5.000       12.07    
   6.000       12.36    
   7.000       12.68    
   8.000       13.03    
   9.000       13.39    
   10.00       13.75    
   11.00       14.11    
   12.00       14.45    
   13.00       14.74    
   14.00       14.98    
   15.00       15.14    
   16.00       15.20    
   17.00       15.15    
   18.00       14.98    
   19.00       14.67    
   20.00       14.22    
   21.00       13.65    
   22.00       12.95    
   23.00       12.15    
   24.00       11.26    
   25.00       10.31    
   26.00       9.317    
   27.00       8.319    
   28.00       7.339    
   29.00       6.404    
   30.00       5.536    
   31.00       4.755    
   32.00       4.073    
   33.00       3.500    
   34.00       3.034    
   35.00       2.674    
   36.00       2.408    
   37.00       2.225    
   38.00       2.110    
   39.00       2.046    
   40.00       2.018    
   41.00       2.011    
   42.00       2.011    
   43.00       2.008    
   44.00       1.994    
   45.00       1.962    
   46.00       1.909    
   47.00       1.835    
   48.00       1.739    
   49.00       1.625    
   50.00       1.497    
   51.00       1.361    
   52.00       1.221    
   53.00       1.083    
   54.00      0.9524    
   55.00      0.8323    
   56.00      0.7260    
   57.00      0.6355    
   58.00      0.5614    
   59.00      0.5036    
   60.00      0.4609    
   61.00      0.4316    
   62.00      0.4136    
   63.00      0.4045    
   64.00      0.4017    
   65.00      0.4029    
   66.00      0.4059    
   67.00      0.4088    
   68.00      0.4099    
   69.00      0.4083    
   70.00      0.4031    
   71.00      0.3942    
   72.00      0.3814    
   73.00      0.3653    
   74.00      0.3463    
   75.00      0.3254    
   76.00      0.3032    
   77.00      0.2808    
   78.00      0.2589    
   79.00      0.2382    
   80.00      0.2195    
 END
