#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9432 keV Jpi=4- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       5.271    
   1.000       5.281    
   2.000       5.309    
   3.000       5.354    
   4.000       5.413    
   5.000       5.485    
   6.000       5.564    
   7.000       5.648    
   8.000       5.731    
   9.000       5.810    
   10.00       5.879    
   11.00       5.932    
   12.00       5.966    
   13.00       5.974    
   14.00       5.954    
   15.00       5.902    
   16.00       5.815    
   17.00       5.693    
   18.00       5.534    
   19.00       5.340    
   20.00       5.112    
   21.00       4.853    
   22.00       4.568    
   23.00       4.262    
   24.00       3.942    
   25.00       3.615    
   26.00       3.288    
   27.00       2.968    
   28.00       2.661    
   29.00       2.372    
   30.00       2.106    
   31.00       1.866    
   32.00       1.654    
   33.00       1.472    
   34.00       1.320    
   35.00       1.197    
   36.00       1.100    
   37.00       1.027    
   38.00      0.9741    
   39.00      0.9374    
   40.00      0.9128    
   41.00      0.8964    
   42.00      0.8849    
   43.00      0.8751    
   44.00      0.8647    
   45.00      0.8515    
   46.00      0.8341    
   47.00      0.8115    
   48.00      0.7832    
   49.00      0.7494    
   50.00      0.7105    
   51.00      0.6673    
   52.00      0.6210    
   53.00      0.5729    
   54.00      0.5243    
   55.00      0.4763    
   56.00      0.4300    
   57.00      0.3863    
   58.00      0.3459    
   59.00      0.3092    
   60.00      0.2764    
   61.00      0.2477    
   62.00      0.2230    
   63.00      0.2021    
   64.00      0.1846    
   65.00      0.1704    
   66.00      0.1588    
   67.00      0.1495    
   68.00      0.1420    
   69.00      0.1359    
   70.00      0.1308    
   71.00      0.1264    
   72.00      0.1223    
   73.00      0.1185    
   74.00      0.1148    
   75.00      0.1111    
   76.00      0.1075    
   77.00      0.1040    
   78.00      0.1005    
   79.00      0.9718E-01
   80.00      0.9394E-01
 END
