#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8188 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.896    
   1.000       4.903    
   2.000       4.923    
   3.000       4.957    
   4.000       5.003    
   5.000       5.060    
   6.000       5.125    
   7.000       5.197    
   8.000       5.272    
   9.000       5.347    
   10.00       5.417    
   11.00       5.479    
   12.00       5.529    
   13.00       5.562    
   14.00       5.573    
   15.00       5.560    
   16.00       5.518    
   17.00       5.444    
   18.00       5.334    
   19.00       5.186    
   20.00       5.000    
   21.00       4.777    
   22.00       4.520    
   23.00       4.234    
   24.00       3.926    
   25.00       3.603    
   26.00       3.274    
   27.00       2.948    
   28.00       2.631    
   29.00       2.331    
   30.00       2.053    
   31.00       1.801    
   32.00       1.578    
   33.00       1.385    
   34.00       1.224    
   35.00       1.093    
   36.00      0.9895    
   37.00      0.9117    
   38.00      0.8553    
   39.00      0.8161    
   40.00      0.7895    
   41.00      0.7711    
   42.00      0.7572    
   43.00      0.7445    
   44.00      0.7306    
   45.00      0.7136    
   46.00      0.6925    
   47.00      0.6668    
   48.00      0.6363    
   49.00      0.6015    
   50.00      0.5630    
   51.00      0.5216    
   52.00      0.4784    
   53.00      0.4346    
   54.00      0.3915    
   55.00      0.3501    
   56.00      0.3114    
   57.00      0.2762    
   58.00      0.2449    
   59.00      0.2177    
   60.00      0.1946    
   61.00      0.1754    
   62.00      0.1597    
   63.00      0.1471    
   64.00      0.1370    
   65.00      0.1291    
   66.00      0.1227    
   67.00      0.1175    
   68.00      0.1131    
   69.00      0.1091    
   70.00      0.1053    
   71.00      0.1015    
   72.00      0.9751E-01
   73.00      0.9344E-01
   74.00      0.8926E-01
   75.00      0.8507E-01
   76.00      0.8097E-01
   77.00      0.7711E-01
   78.00      0.7360E-01
   79.00      0.7054E-01
   80.00      0.6802E-01
 END
