#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7694 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.098    
   1.000       4.105    
   2.000       4.123    
   3.000       4.154    
   4.000       4.196    
   5.000       4.248    
   6.000       4.310    
   7.000       4.381    
   8.000       4.458    
   9.000       4.541    
   10.00       4.627    
   11.00       4.712    
   12.00       4.792    
   13.00       4.862    
   14.00       4.916    
   15.00       4.947    
   16.00       4.951    
   17.00       4.921    
   18.00       4.855    
   19.00       4.750    
   20.00       4.606    
   21.00       4.425    
   22.00       4.208    
   23.00       3.961    
   24.00       3.689    
   25.00       3.398    
   26.00       3.095    
   27.00       2.787    
   28.00       2.484    
   29.00       2.192    
   30.00       1.918    
   31.00       1.668    
   32.00       1.447    
   33.00       1.257    
   34.00       1.099    
   35.00      0.9726    
   36.00      0.8748    
   37.00      0.8024    
   38.00      0.7514    
   39.00      0.7174    
   40.00      0.6960    
   41.00      0.6831    
   42.00      0.6750    
   43.00      0.6684    
   44.00      0.6608    
   45.00      0.6500    
   46.00      0.6347    
   47.00      0.6141    
   48.00      0.5878    
   49.00      0.5564    
   50.00      0.5205    
   51.00      0.4812    
   52.00      0.4400    
   53.00      0.3982    
   54.00      0.3572    
   55.00      0.3182    
   56.00      0.2822    
   57.00      0.2498    
   58.00      0.2214    
   59.00      0.1971    
   60.00      0.1768    
   61.00      0.1603    
   62.00      0.1470    
   63.00      0.1366    
   64.00      0.1284    
   65.00      0.1220    
   66.00      0.1169    
   67.00      0.1126    
   68.00      0.1089    
   69.00      0.1053    
   70.00      0.1017    
   71.00      0.9800E-01
   72.00      0.9411E-01
   73.00      0.9005E-01
   74.00      0.8590E-01
   75.00      0.8178E-01
   76.00      0.7780E-01
   77.00      0.7411E-01
   78.00      0.7083E-01
   79.00      0.6807E-01
   80.00      0.6591E-01
 END
