#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7532 keV Jpi=2- l=1 n=3 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       50.36    
   1.000       50.41    
   2.000       50.52    
   3.000       50.63    
   4.000       50.62    
   5.000       50.35    
   6.000       49.68    
   7.000       48.49    
   8.000       46.70    
   9.000       44.26    
   10.00       41.21    
   11.00       37.63    
   12.00       33.64    
   13.00       29.44    
   14.00       25.21    
   15.00       21.15    
   16.00       17.44    
   17.00       14.21    
   18.00       11.56    
   19.00       9.528    
   20.00       8.094    
   21.00       7.204    
   22.00       6.773    
   23.00       6.694    
   24.00       6.852    
   25.00       7.135    
   26.00       7.443    
   27.00       7.692    
   28.00       7.821    
   29.00       7.793    
   30.00       7.596    
   31.00       7.236    
   32.00       6.740    
   33.00       6.143    
   34.00       5.484    
   35.00       4.805    
   36.00       4.142    
   37.00       3.525    
   38.00       2.979    
   39.00       2.516    
   40.00       2.145    
   41.00       1.863    
   42.00       1.664    
   43.00       1.537    
   44.00       1.467    
   45.00       1.437    
   46.00       1.433    
   47.00       1.439    
   48.00       1.446    
   49.00       1.445    
   50.00       1.430    
   51.00       1.400    
   52.00       1.354    
   53.00       1.294    
   54.00       1.223    
   55.00       1.145    
   56.00       1.064    
   57.00      0.9835    
   58.00      0.9075    
   59.00      0.8390    
   60.00      0.7798    
   61.00      0.7309    
   62.00      0.6923    
   63.00      0.6629    
   64.00      0.6413    
   65.00      0.6255    
   66.00      0.6134    
   67.00      0.6030    
   68.00      0.5922    
   69.00      0.5795    
   70.00      0.5636    
   71.00      0.5436    
   72.00      0.5189    
   73.00      0.4895    
   74.00      0.4558    
   75.00      0.4184    
   76.00      0.3785    
   77.00      0.3373    
   78.00      0.2961    
   79.00      0.2562    
   80.00      0.2187    
 END
