#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6582 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       7.178    
   1.000       7.200    
   2.000       7.264    
   3.000       7.368    
   4.000       7.512    
   5.000       7.691    
   6.000       7.902    
   7.000       8.143    
   8.000       8.408    
   9.000       8.694    
   10.00       8.995    
   11.00       9.303    
   12.00       9.607    
   13.00       9.897    
   14.00       10.16    
   15.00       10.37    
   16.00       10.52    
   17.00       10.59    
   18.00       10.57    
   19.00       10.45    
   20.00       10.22    
   21.00       9.879    
   22.00       9.434    
   23.00       8.893    
   24.00       8.273    
   25.00       7.590    
   26.00       6.867    
   27.00       6.125    
   28.00       5.389    
   29.00       4.680    
   30.00       4.019    
   31.00       3.421    
   32.00       2.899    
   33.00       2.460    
   34.00       2.105    
   35.00       1.833    
   36.00       1.636    
   37.00       1.505    
   38.00       1.427    
   39.00       1.391    
   40.00       1.383    
   41.00       1.391    
   42.00       1.405    
   43.00       1.415    
   44.00       1.415    
   45.00       1.399    
   46.00       1.367    
   47.00       1.316    
   48.00       1.248    
   49.00       1.165    
   50.00       1.072    
   51.00      0.9724    
   52.00      0.8703    
   53.00      0.7702    
   54.00      0.6758    
   55.00      0.5901    
   56.00      0.5153    
   57.00      0.4527    
   58.00      0.4028    
   59.00      0.3651    
   60.00      0.3386    
   61.00      0.3220    
   62.00      0.3132    
   63.00      0.3105    
   64.00      0.3117    
   65.00      0.3151    
   66.00      0.3188    
   67.00      0.3216    
   68.00      0.3223    
   69.00      0.3201    
   70.00      0.3147    
   71.00      0.3061    
   72.00      0.2943    
   73.00      0.2799    
   74.00      0.2634    
   75.00      0.2456    
   76.00      0.2271    
   77.00      0.2088    
   78.00      0.1911    
   79.00      0.1748    
   80.00      0.1603    
 END
