#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8764 keV Jpi=3- l=3 n=1 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       4.809    
   1.000       4.814    
   2.000       4.830    
   3.000       4.856    
   4.000       4.890    
   5.000       4.933    
   6.000       4.981    
   7.000       5.033    
   8.000       5.086    
   9.000       5.135    
   10.00       5.179    
   11.00       5.212    
   12.00       5.232    
   13.00       5.235    
   14.00       5.217    
   15.00       5.175    
   16.00       5.106    
   17.00       5.008    
   18.00       4.880    
   19.00       4.721    
   20.00       4.533    
   21.00       4.318    
   22.00       4.078    
   23.00       3.818    
   24.00       3.544    
   25.00       3.260    
   26.00       2.973    
   27.00       2.689    
   28.00       2.413    
   29.00       2.152    
   30.00       1.909    
   31.00       1.688    
   32.00       1.492    
   33.00       1.323    
   34.00       1.179    
   35.00       1.062    
   36.00      0.9676    
   37.00      0.8946    
   38.00      0.8397    
   39.00      0.7995    
   40.00      0.7705    
   41.00      0.7495    
   42.00      0.7333    
   43.00      0.7192    
   44.00      0.7049    
   45.00      0.6886    
   46.00      0.6689    
   47.00      0.6452    
   48.00      0.6172    
   49.00      0.5851    
   50.00      0.5496    
   51.00      0.5114    
   52.00      0.4715    
   53.00      0.4311    
   54.00      0.3910    
   55.00      0.3522    
   56.00      0.3156    
   57.00      0.2816    
   58.00      0.2508    
   59.00      0.2234    
   60.00      0.1996    
   61.00      0.1792    
   62.00      0.1622    
   63.00      0.1481    
   64.00      0.1367    
   65.00      0.1275    
   66.00      0.1200    
   67.00      0.1139    
   68.00      0.1088    
   69.00      0.1043    
   70.00      0.1003    
   71.00      0.9644E-01
   72.00      0.9267E-01
   73.00      0.8893E-01
   74.00      0.8519E-01
   75.00      0.8148E-01
   76.00      0.7785E-01
   77.00      0.7436E-01
   78.00      0.7112E-01
   79.00      0.6818E-01
   80.00      0.6562E-01
 END
