#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6931 keV Jpi=3- l=3 n=2 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       6.888    
   1.000       6.920    
   2.000       7.015    
   3.000       7.171    
   4.000       7.384    
   5.000       7.651    
   6.000       7.965    
   7.000       8.319    
   8.000       8.707    
   9.000       9.119    
   10.00       9.545    
   11.00       9.971    
   12.00       10.38    
   13.00       10.76    
   14.00       11.10    
   15.00       11.36    
   16.00       11.53    
   17.00       11.60    
   18.00       11.55    
   19.00       11.37    
   20.00       11.07    
   21.00       10.64    
   22.00       10.09    
   23.00       9.450    
   24.00       8.724    
   25.00       7.938    
   26.00       7.116    
   27.00       6.285    
   28.00       5.469    
   29.00       4.693    
   30.00       3.977    
   31.00       3.338    
   32.00       2.788    
   33.00       2.332    
   34.00       1.972    
   35.00       1.704    
   36.00       1.519    
   37.00       1.405    
   38.00       1.351    
   39.00       1.340    
   40.00       1.360    
   41.00       1.395    
   42.00       1.436    
   43.00       1.472    
   44.00       1.495    
   45.00       1.501    
   46.00       1.486    
   47.00       1.449    
   48.00       1.392    
   49.00       1.317    
   50.00       1.227    
   51.00       1.127    
   52.00       1.022    
   53.00      0.9152    
   54.00      0.8119    
   55.00      0.7152    
   56.00      0.6277    
   57.00      0.5511    
   58.00      0.4862    
   59.00      0.4330    
   60.00      0.3911    
   61.00      0.3591    
   62.00      0.3356    
   63.00      0.3190    
   64.00      0.3074    
   65.00      0.2994    
   66.00      0.2933    
   67.00      0.2878    
   68.00      0.2821    
   69.00      0.2753    
   70.00      0.2671    
   71.00      0.2573    
   72.00      0.2459    
   73.00      0.2333    
   74.00      0.2199    
   75.00      0.2061    
   76.00      0.1925    
   77.00      0.1795    
   78.00      0.1677    
   79.00      0.1572    
   80.00      0.1484    
 END
