#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8425 keV Jpi=2- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       26.87    
   1.000       26.81    
   2.000       26.64    
   3.000       26.34    
   4.000       25.88    
   5.000       25.24    
   6.000       24.41    
   7.000       23.35    
   8.000       22.07    
   9.000       20.59    
   10.00       18.92    
   11.00       17.12    
   12.00       15.25    
   13.00       13.38    
   14.00       11.58    
   15.00       9.915    
   16.00       8.448    
   17.00       7.215    
   18.00       6.235    
   19.00       5.513    
   20.00       5.034    
   21.00       4.768    
   22.00       4.674    
   23.00       4.707    
   24.00       4.818    
   25.00       4.959    
   26.00       5.090    
   27.00       5.178    
   28.00       5.199    
   29.00       5.140    
   30.00       4.998    
   31.00       4.777    
   32.00       4.486    
   33.00       4.142    
   34.00       3.762    
   35.00       3.364    
   36.00       2.964    
   37.00       2.579    
   38.00       2.219    
   39.00       1.893    
   40.00       1.607    
   41.00       1.362    
   42.00       1.159    
   43.00      0.9932    
   44.00      0.8618    
   45.00      0.7595    
   46.00      0.6808    
   47.00      0.6207    
   48.00      0.5747    
   49.00      0.5389    
   50.00      0.5104    
   51.00      0.4871    
   52.00      0.4676    
   53.00      0.4514    
   54.00      0.4383    
   55.00      0.4285    
   56.00      0.4224    
   57.00      0.4202    
   58.00      0.4220    
   59.00      0.4278    
   60.00      0.4371    
   61.00      0.4495    
   62.00      0.4640    
   63.00      0.4795    
   64.00      0.4950    
   65.00      0.5092    
   66.00      0.5208    
   67.00      0.5290    
   68.00      0.5326    
   69.00      0.5310    
   70.00      0.5239    
   71.00      0.5111    
   72.00      0.4928    
   73.00      0.4693    
   74.00      0.4412    
   75.00      0.4095    
   76.00      0.3748    
   77.00      0.3384    
   78.00      0.3012    
   79.00      0.2642    
   80.00      0.2284    
 END
