#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 9136 keV Jpi=2- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       16.68    
   1.000       16.66    
   2.000       16.56    
   3.000       16.40    
   4.000       16.15    
   5.000       15.80    
   6.000       15.34    
   7.000       14.75    
   8.000       14.05    
   9.000       13.23    
   10.00       12.31    
   11.00       11.32    
   12.00       10.29    
   13.00       9.245    
   14.00       8.234    
   15.00       7.288    
   16.00       6.437    
   17.00       5.702    
   18.00       5.098    
   19.00       4.628    
   20.00       4.285    
   21.00       4.058    
   22.00       3.925    
   23.00       3.862    
   24.00       3.845    
   25.00       3.847    
   26.00       3.847    
   27.00       3.826    
   28.00       3.771    
   29.00       3.674    
   30.00       3.533    
   31.00       3.351    
   32.00       3.132    
   33.00       2.886    
   34.00       2.622    
   35.00       2.351    
   36.00       2.084    
   37.00       1.829    
   38.00       1.594    
   39.00       1.384    
   40.00       1.202    
   41.00       1.050    
   42.00      0.9268    
   43.00      0.8305    
   44.00      0.7581    
   45.00      0.7056    
   46.00      0.6691    
   47.00      0.6444    
   48.00      0.6277    
   49.00      0.6156    
   50.00      0.6056    
   51.00      0.5955    
   52.00      0.5839    
   53.00      0.5702    
   54.00      0.5540    
   55.00      0.5356    
   56.00      0.5154    
   57.00      0.4942    
   58.00      0.4726    
   59.00      0.4514    
   60.00      0.4312    
   61.00      0.4126    
   62.00      0.3958    
   63.00      0.3811    
   64.00      0.3684    
   65.00      0.3577    
   66.00      0.3485    
   67.00      0.3406    
   68.00      0.3336    
   69.00      0.3271    
   70.00      0.3205    
   71.00      0.3137    
   72.00      0.3062    
   73.00      0.2978    
   74.00      0.2884    
   75.00      0.2779    
   76.00      0.2663    
   77.00      0.2538    
   78.00      0.2404    
   79.00      0.2264    
   80.00      0.2120    
 END
