#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8995 keV Jpi=1- l=1 n=2 j=1/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       12.27    
   1.000       12.24    
   2.000       12.12    
   3.000       11.94    
   4.000       11.66    
   5.000       11.31    
   6.000       10.86    
   7.000       10.33    
   8.000       9.709    
   9.000       9.015    
   10.00       8.261    
   11.00       7.468    
   12.00       6.659    
   13.00       5.863    
   14.00       5.106    
   15.00       4.415    
   16.00       3.809    
   17.00       3.305    
   18.00       2.909    
   19.00       2.622    
   20.00       2.436    
   21.00       2.338    
   22.00       2.311    
   23.00       2.334    
   24.00       2.388    
   25.00       2.453    
   26.00       2.512    
   27.00       2.551    
   28.00       2.561    
   29.00       2.535    
   30.00       2.472    
   31.00       2.372    
   32.00       2.241    
   33.00       2.083    
   34.00       1.907    
   35.00       1.719    
   36.00       1.529    
   37.00       1.343    
   38.00       1.166    
   39.00       1.003    
   40.00      0.8563    
   41.00      0.7283    
   42.00      0.6190    
   43.00      0.5278    
   44.00      0.4533    
   45.00      0.3936    
   46.00      0.3467    
   47.00      0.3104    
   48.00      0.2826    
   49.00      0.2615    
   50.00      0.2455    
   51.00      0.2336    
   52.00      0.2248    
   53.00      0.2186    
   54.00      0.2147    
   55.00      0.2127    
   56.00      0.2128    
   57.00      0.2146    
   58.00      0.2183    
   59.00      0.2235    
   60.00      0.2301    
   61.00      0.2377    
   62.00      0.2459    
   63.00      0.2543    
   64.00      0.2623    
   65.00      0.2694    
   66.00      0.2752    
   67.00      0.2790    
   68.00      0.2806    
   69.00      0.2796    
   70.00      0.2758    
   71.00      0.2692    
   72.00      0.2599    
   73.00      0.2481    
   74.00      0.2339    
   75.00      0.2179    
   76.00      0.2005    
   77.00      0.1820    
   78.00      0.1630    
   79.00      0.1440    
   80.00      0.1255    
 END
