#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 4491 keV Jpi=5- l=5 n=1 j=11/2"                  
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.7583E-01
   1.000      0.7580E-01
   2.000      0.7572E-01
   3.000      0.7566E-01
   4.000      0.7570E-01
   5.000      0.7594E-01
   6.000      0.7650E-01
   7.000      0.7750E-01
   8.000      0.7908E-01
   9.000      0.8136E-01
   10.00      0.8449E-01
   11.00      0.8860E-01
   12.00      0.9385E-01
   13.00      0.1004    
   14.00      0.1084    
   15.00      0.1180    
   16.00      0.1296    
   17.00      0.1432    
   18.00      0.1591    
   19.00      0.1776    
   20.00      0.1988    
   21.00      0.2228    
   22.00      0.2496    
   23.00      0.2790    
   24.00      0.3105    
   25.00      0.3437    
   26.00      0.3779    
   27.00      0.4123    
   28.00      0.4458    
   29.00      0.4774    
   30.00      0.5059    
   31.00      0.5304    
   32.00      0.5499    
   33.00      0.5634    
   34.00      0.5705    
   35.00      0.5707    
   36.00      0.5640    
   37.00      0.5506    
   38.00      0.5310    
   39.00      0.5060    
   40.00      0.4764    
   41.00      0.4433    
   42.00      0.4078    
   43.00      0.3711    
   44.00      0.3343    
   45.00      0.2985    
   46.00      0.2646    
   47.00      0.2334    
   48.00      0.2054    
   49.00      0.1812    
   50.00      0.1608    
   51.00      0.1444    
   52.00      0.1318    
   53.00      0.1226    
   54.00      0.1165    
   55.00      0.1131    
   56.00      0.1118    
   57.00      0.1121    
   58.00      0.1135    
   59.00      0.1156    
   60.00      0.1180    
   61.00      0.1205    
   62.00      0.1226    
   63.00      0.1243    
   64.00      0.1254    
   65.00      0.1259    
   66.00      0.1257    
   67.00      0.1249    
   68.00      0.1235    
   69.00      0.1216    
   70.00      0.1194    
   71.00      0.1169    
   72.00      0.1143    
   73.00      0.1116    
   74.00      0.1089    
   75.00      0.1061    
   76.00      0.1034    
   77.00      0.1007    
   78.00      0.9796E-01
   79.00      0.9523E-01
   80.00      0.9249E-01
 END
