#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 7113 keV Jpi=1- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       1.205    
   1.000       1.209    
   2.000       1.221    
   3.000       1.240    
   4.000       1.268    
   5.000       1.302    
   6.000       1.344    
   7.000       1.391    
   8.000       1.444    
   9.000       1.502    
   10.00       1.563    
   11.00       1.626    
   12.00       1.688    
   13.00       1.747    
   14.00       1.799    
   15.00       1.843    
   16.00       1.873    
   17.00       1.889    
   18.00       1.887    
   19.00       1.865    
   20.00       1.823    
   21.00       1.762    
   22.00       1.682    
   23.00       1.585    
   24.00       1.474    
   25.00       1.353    
   26.00       1.224    
   27.00       1.093    
   28.00      0.9630    
   29.00      0.8380    
   30.00      0.7214    
   31.00      0.6162    
   32.00      0.5243    
   33.00      0.4470    
   34.00      0.3846    
   35.00      0.3368    
   36.00      0.3022    
   37.00      0.2794    
   38.00      0.2662    
   39.00      0.2604    
   40.00      0.2599    
   41.00      0.2626    
   42.00      0.2665    
   43.00      0.2702    
   44.00      0.2723    
   45.00      0.2720    
   46.00      0.2687    
   47.00      0.2620    
   48.00      0.2521    
   49.00      0.2393    
   50.00      0.2240    
   51.00      0.2069    
   52.00      0.1887    
   53.00      0.1701    
   54.00      0.1518    
   55.00      0.1343    
   56.00      0.1182    
   57.00      0.1036    
   58.00      0.9086E-01
   59.00      0.7999E-01
   60.00      0.7095E-01
   61.00      0.6362E-01
   62.00      0.5782E-01
   63.00      0.5333E-01
   64.00      0.4993E-01
   65.00      0.4739E-01
   66.00      0.4548E-01
   67.00      0.4402E-01
   68.00      0.4285E-01
   69.00      0.4185E-01
   70.00      0.4091E-01
   71.00      0.3998E-01
   72.00      0.3903E-01
   73.00      0.3807E-01
   74.00      0.3709E-01
   75.00      0.3613E-01
   76.00      0.3523E-01
   77.00      0.3440E-01
   78.00      0.3368E-01
   79.00      0.3309E-01
   80.00      0.3263E-01
 END
