#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8995 keV Jpi=1- l=1 n=2 j=3/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       10.77    
   1.000       10.76    
   2.000       10.70    
   3.000       10.61    
   4.000       10.46    
   5.000       10.25    
   6.000       9.962    
   7.000       9.598    
   8.000       9.152    
   9.000       8.627    
   10.00       8.033    
   11.00       7.386    
   12.00       6.708    
   13.00       6.022    
   14.00       5.353    
   15.00       4.725    
   16.00       4.158    
   17.00       3.669    
   18.00       3.265    
   19.00       2.950    
   20.00       2.721    
   21.00       2.568    
   22.00       2.478    
   23.00       2.435    
   24.00       2.423    
   25.00       2.425    
   26.00       2.426    
   27.00       2.414    
   28.00       2.380    
   29.00       2.319    
   30.00       2.230    
   31.00       2.113    
   32.00       1.973    
   33.00       1.815    
   34.00       1.646    
   35.00       1.474    
   36.00       1.303    
   37.00       1.141    
   38.00      0.9923    
   39.00      0.8598    
   40.00      0.7457    
   41.00      0.6508    
   42.00      0.5745    
   43.00      0.5155    
   44.00      0.4716    
   45.00      0.4403    
   46.00      0.4189    
   47.00      0.4047    
   48.00      0.3952    
   49.00      0.3883    
   50.00      0.3823    
   51.00      0.3759    
   52.00      0.3684    
   53.00      0.3593    
   54.00      0.3484    
   55.00      0.3361    
   56.00      0.3226    
   57.00      0.3085    
   58.00      0.2942    
   59.00      0.2802    
   60.00      0.2670    
   61.00      0.2549    
   62.00      0.2441    
   63.00      0.2348    
   64.00      0.2269    
   65.00      0.2202    
   66.00      0.2147    
   67.00      0.2101    
   68.00      0.2060    
   69.00      0.2022    
   70.00      0.1984    
   71.00      0.1944    
   72.00      0.1900    
   73.00      0.1850    
   74.00      0.1792    
   75.00      0.1728    
   76.00      0.1657    
   77.00      0.1578    
   78.00      0.1495    
   79.00      0.1407    
   80.00      0.1316    
 END
