#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6931 keV Jpi=3- l=3 n=2 j=7/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       8.237    
   1.000       8.260    
   2.000       8.329    
   3.000       8.441    
   4.000       8.593    
   5.000       8.781    
   6.000       9.002    
   7.000       9.249    
   8.000       9.517    
   9.000       9.801    
   10.00       10.09    
   11.00       10.38    
   12.00       10.66    
   13.00       10.91    
   14.00       11.13    
   15.00       11.28    
   16.00       11.37    
   17.00       11.37    
   18.00       11.28    
   19.00       11.08    
   20.00       10.77    
   21.00       10.36    
   22.00       9.855    
   23.00       9.260    
   24.00       8.592    
   25.00       7.871    
   26.00       7.117    
   27.00       6.352    
   28.00       5.599    
   29.00       4.877    
   30.00       4.207    
   31.00       3.602    
   32.00       3.074    
   33.00       2.630    
   34.00       2.270    
   35.00       1.992    
   36.00       1.789    
   37.00       1.651    
   38.00       1.565    
   39.00       1.520    
   40.00       1.503    
   41.00       1.503    
   42.00       1.508    
   43.00       1.510    
   44.00       1.503    
   45.00       1.482    
   46.00       1.443    
   47.00       1.388    
   48.00       1.316    
   49.00       1.229    
   50.00       1.132    
   51.00       1.028    
   52.00      0.9219    
   53.00      0.8171    
   54.00      0.7178    
   55.00      0.6271    
   56.00      0.5471    
   57.00      0.4794    
   58.00      0.4244    
   59.00      0.3820    
   60.00      0.3511    
   61.00      0.3305    
   62.00      0.3184    
   63.00      0.3129    
   64.00      0.3120    
   65.00      0.3139    
   66.00      0.3168    
   67.00      0.3192    
   68.00      0.3201    
   69.00      0.3186    
   70.00      0.3142    
   71.00      0.3067    
   72.00      0.2961    
   73.00      0.2829    
   74.00      0.2676    
   75.00      0.2507    
   76.00      0.2331    
   77.00      0.2153    
   78.00      0.1980    
   79.00      0.1818    
   80.00      0.1672    
 END
