#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 6931 keV Jpi=3- l=3 n=1 j=5/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000       2.590    
   1.000       2.599    
   2.000       2.625    
   3.000       2.669    
   4.000       2.730    
   5.000       2.807    
   6.000       2.900    
   7.000       3.007    
   8.000       3.129    
   9.000       3.262    
   10.00       3.404    
   11.00       3.552    
   12.00       3.701    
   13.00       3.844    
   14.00       3.976    
   15.00       4.088    
   16.00       4.173    
   17.00       4.223    
   18.00       4.233    
   19.00       4.198    
   20.00       4.116    
   21.00       3.988    
   22.00       3.815    
   23.00       3.601    
   24.00       3.353    
   25.00       3.079    
   26.00       2.787    
   27.00       2.487    
   28.00       2.189    
   29.00       1.902    
   30.00       1.633    
   31.00       1.391    
   32.00       1.179    
   33.00       1.001    
   34.00      0.8572    
   35.00      0.7475    
   36.00      0.6690    
   37.00      0.6178    
   38.00      0.5891    
   39.00      0.5778    
   40.00      0.5788    
   41.00      0.5870    
   42.00      0.5981    
   43.00      0.6083    
   44.00      0.6148    
   45.00      0.6153    
   46.00      0.6085    
   47.00      0.5939    
   48.00      0.5717    
   49.00      0.5426    
   50.00      0.5077    
   51.00      0.4687    
   52.00      0.4271    
   53.00      0.3847    
   54.00      0.3430    
   55.00      0.3032    
   56.00      0.2665    
   57.00      0.2336    
   58.00      0.2048    
   59.00      0.1804    
   60.00      0.1602    
   61.00      0.1439    
   62.00      0.1310    
   63.00      0.1212    
   64.00      0.1137    
   65.00      0.1082    
   66.00      0.1041    
   67.00      0.1009    
   68.00      0.9832E-01
   69.00      0.9608E-01
   70.00      0.9396E-01
   71.00      0.9185E-01
   72.00      0.8969E-01
   73.00      0.8749E-01
   74.00      0.8528E-01
   75.00      0.8314E-01
   76.00      0.8115E-01
   77.00      0.7936E-01
   78.00      0.7785E-01
   79.00      0.7664E-01
   80.00      0.7573E-01
 END
