#  81 angles,  1 tensor ranks for 0=projectile
@subtitle   "39K(3He,d)40Ca 21 MeV DWBA ZR 8271 keV Jpi=3- l=5 n=1 j=9/2"                   
@legend ON
@legend x1 0.2
@legend y1 0.8
@g0 type LOGY
@yaxis ticklabel format power
@legend string   0 "Lab energy =   21.0000"
#legend string   0 "Partition=  2 Excit=  1 near/far= 1"
#  Theta       sigma       iT11        T20         T21         T22         Kyy for projectile
   0.000      0.4356    
   1.000      0.4347    
   2.000      0.4320    
   3.000      0.4276    
   4.000      0.4218    
   5.000      0.4147    
   6.000      0.4069    
   7.000      0.3986    
   8.000      0.3903    
   9.000      0.3826    
   10.00      0.3760    
   11.00      0.3709    
   12.00      0.3678    
   13.00      0.3672    
   14.00      0.3693    
   15.00      0.3744    
   16.00      0.3825    
   17.00      0.3936    
   18.00      0.4076    
   19.00      0.4241    
   20.00      0.4429    
   21.00      0.4633    
   22.00      0.4849    
   23.00      0.5070    
   24.00      0.5289    
   25.00      0.5499    
   26.00      0.5693    
   27.00      0.5865    
   28.00      0.6009    
   29.00      0.6117    
   30.00      0.6186    
   31.00      0.6212    
   32.00      0.6191    
   33.00      0.6123    
   34.00      0.6007    
   35.00      0.5845    
   36.00      0.5641    
   37.00      0.5398    
   38.00      0.5123    
   39.00      0.4822    
   40.00      0.4502    
   41.00      0.4170    
   42.00      0.3834    
   43.00      0.3501    
   44.00      0.3176    
   45.00      0.2866    
   46.00      0.2575    
   47.00      0.2307    
   48.00      0.2064    
   49.00      0.1849    
   50.00      0.1662    
   51.00      0.1504    
   52.00      0.1374    
   53.00      0.1269    
   54.00      0.1189    
   55.00      0.1129    
   56.00      0.1087    
   57.00      0.1060    
   58.00      0.1044    
   59.00      0.1035    
   60.00      0.1031    
   61.00      0.1029    
   62.00      0.1026    
   63.00      0.1021    
   64.00      0.1012    
   65.00      0.9992E-01
   66.00      0.9811E-01
   67.00      0.9581E-01
   68.00      0.9304E-01
   69.00      0.8986E-01
   70.00      0.8634E-01
   71.00      0.8254E-01
   72.00      0.7857E-01
   73.00      0.7449E-01
   74.00      0.7039E-01
   75.00      0.6635E-01
   76.00      0.6243E-01
   77.00      0.5869E-01
   78.00      0.5518E-01
   79.00      0.5193E-01
   80.00      0.4895E-01
 END
